change_type,comparison_basis,dataset,file,idx,object,position,pred,predicate,predicted_predicate_index,source_input,source_triple_index,subject,task,triple,triple_set_id
omitted,webnlg17_input,fictional,results/ordering/fictional_ordering.json,789,KinsMixin_Orsh,789,genre production time,artist,,[TRIPLE] Augmentiques  producer  KinsMixin_Orsh [/TRIPLE] [TRIPLE] Augmentiques  runtime  783.16 [/TRIPLE] [TRIPLE] Augmentiques  artist  KinsMixin_Orsh [/TRIPLE] [TRIPLE] Augmentiques  genre  Octimara [/TRIPLE],2,Augmentiques,ordering,Augmentiques artist KinsMixin_Orsh,789
added,webnlg17_input,fictional,results/ordering/fictional_ordering.json,789,,789,genre production time,production,1,[TRIPLE] Augmentiques  producer  KinsMixin_Orsh [/TRIPLE] [TRIPLE] Augmentiques  runtime  783.16 [/TRIPLE] [TRIPLE] Augmentiques  artist  KinsMixin_Orsh [/TRIPLE] [TRIPLE] Augmentiques  genre  Octimara [/TRIPLE],,,ordering,,789
added,webnlg17_input,fictional,results/ordering/fictional_ordering.json,789,,789,genre production time,time,2,[TRIPLE] Augmentiques  producer  KinsMixin_Orsh [/TRIPLE] [TRIPLE] Augmentiques  runtime  783.16 [/TRIPLE] [TRIPLE] Augmentiques  artist  KinsMixin_Orsh [/TRIPLE] [TRIPLE] Augmentiques  genre  Octimara [/TRIPLE],,,ordering,,789
omitted,webnlg17_input,fictional,results/ordering/fictional_ordering.json,793,Tuxin_Fohean,793,precededBy creator,producer,,[TRIPLE] BaClarky  precededBy  Brixzudz [/TRIPLE] [TRIPLE] BaClarky  producer  Tuxin_Fohean [/TRIPLE],1,BaClarky,ordering,BaClarky producer Tuxin_Fohean,793
added,webnlg17_input,fictional,results/ordering/fictional_ordering.json,793,,793,precededBy creator,creator,1,[TRIPLE] BaClarky  precededBy  Brixzudz [/TRIPLE] [TRIPLE] BaClarky  producer  Tuxin_Fohean [/TRIPLE],,,ordering,,793
omitted,webnlg17_input,fictional,results/ordering/fictional_ordering.json,803,Brevin_Jakule,803,creator,producer,,[TRIPLE] D̛ivi̴ne̷_Agoni͠es  producer  Brevin_Jakule [/TRIPLE],0,D̛ivi̴ne̷_Agoni͠es,ordering,D̛ivi̴ne̷_Agoni͠es producer Brevin_Jakule,803
added,webnlg17_input,fictional,results/ordering/fictional_ordering.json,803,,803,creator,creator,0,[TRIPLE] D̛ivi̴ne̷_Agoni͠es  producer  Brevin_Jakule [/TRIPLE],,,ordering,,803
omitted,webnlg17_input,fictional,results/ordering/fictional_ordering.json,811,Ouashti_Osarum,811,precededBy genre music director time,producer,,[TRIPLE] Phantazm  producer  Ouashti_Osarum [/TRIPLE] [TRIPLE] Phantazm  runtime  851.74 [/TRIPLE] [TRIPLE] Phantazm  artist  Ouashti_Osarum [/TRIPLE] [TRIPLE] Phantazm  type  Fandago_Album [/TRIPLE] [TRIPLE] Phantazm  precededBy  Grepplee [/TRIPLE],0,Phantazm,ordering,Phantazm producer Ouashti_Osarum,811
omitted,webnlg17_input,fictional,results/ordering/fictional_ordering.json,811,851.74,811,precededBy genre music director time,runtime,,[TRIPLE] Phantazm  producer  Ouashti_Osarum [/TRIPLE] [TRIPLE] Phantazm  runtime  851.74 [/TRIPLE] [TRIPLE] Phantazm  artist  Ouashti_Osarum [/TRIPLE] [TRIPLE] Phantazm  type  Fandago_Album [/TRIPLE] [TRIPLE] Phantazm  precededBy  Grepplee [/TRIPLE],1,Phantazm,ordering,Phantazm runtime 851.74,811
omitted,webnlg17_input,fictional,results/ordering/fictional_ordering.json,811,Ouashti_Osarum,811,precededBy genre music director time,artist,,[TRIPLE] Phantazm  producer  Ouashti_Osarum [/TRIPLE] [TRIPLE] Phantazm  runtime  851.74 [/TRIPLE] [TRIPLE] Phantazm  artist  Ouashti_Osarum [/TRIPLE] [TRIPLE] Phantazm  type  Fandago_Album [/TRIPLE] [TRIPLE] Phantazm  precededBy  Grepplee [/TRIPLE],2,Phantazm,ordering,Phantazm artist Ouashti_Osarum,811
omitted,webnlg17_input,fictional,results/ordering/fictional_ordering.json,811,Fandago_Album,811,precededBy genre music director time,type,,[TRIPLE] Phantazm  producer  Ouashti_Osarum [/TRIPLE] [TRIPLE] Phantazm  runtime  851.74 [/TRIPLE] [TRIPLE] Phantazm  artist  Ouashti_Osarum [/TRIPLE] [TRIPLE] Phantazm  type  Fandago_Album [/TRIPLE] [TRIPLE] Phantazm  precededBy  Grepplee [/TRIPLE],3,Phantazm,ordering,Phantazm type Fandago_Album,811
added,webnlg17_input,fictional,results/ordering/fictional_ordering.json,811,,811,precededBy genre music director time,genre,1,[TRIPLE] Phantazm  producer  Ouashti_Osarum [/TRIPLE] [TRIPLE] Phantazm  runtime  851.74 [/TRIPLE] [TRIPLE] Phantazm  artist  Ouashti_Osarum [/TRIPLE] [TRIPLE] Phantazm  type  Fandago_Album [/TRIPLE] [TRIPLE] Phantazm  precededBy  Grepplee [/TRIPLE],,,ordering,,811
added,webnlg17_input,fictional,results/ordering/fictional_ordering.json,811,,811,precededBy genre music director time,music,2,[TRIPLE] Phantazm  producer  Ouashti_Osarum [/TRIPLE] [TRIPLE] Phantazm  runtime  851.74 [/TRIPLE] [TRIPLE] Phantazm  artist  Ouashti_Osarum [/TRIPLE] [TRIPLE] Phantazm  type  Fandago_Album [/TRIPLE] [TRIPLE] Phantazm  precededBy  Grepplee [/TRIPLE],,,ordering,,811
added,webnlg17_input,fictional,results/ordering/fictional_ordering.json,811,,811,precededBy genre music director time,director,3,[TRIPLE] Phantazm  producer  Ouashti_Osarum [/TRIPLE] [TRIPLE] Phantazm  runtime  851.74 [/TRIPLE] [TRIPLE] Phantazm  artist  Ouashti_Osarum [/TRIPLE] [TRIPLE] Phantazm  type  Fandago_Album [/TRIPLE] [TRIPLE] Phantazm  precededBy  Grepplee [/TRIPLE],,,ordering,,811
added,webnlg17_input,fictional,results/ordering/fictional_ordering.json,811,,811,precededBy genre music director time,time,4,[TRIPLE] Phantazm  producer  Ouashti_Osarum [/TRIPLE] [TRIPLE] Phantazm  runtime  851.74 [/TRIPLE] [TRIPLE] Phantazm  artist  Ouashti_Osarum [/TRIPLE] [TRIPLE] Phantazm  type  Fandago_Album [/TRIPLE] [TRIPLE] Phantazm  precededBy  Grepplee [/TRIPLE],,,ordering,,811
omitted,webnlg17_input,fictional,results/ordering/fictional_ordering.json,826,Phrascy_Yavon,826,broadcastedBy editor director producer,producer,,[TRIPLE] Stargazer_Valley  director  Ranyar_Phael [/TRIPLE] [TRIPLE] Stargazer_Valley  producer  Ranyar_Phael [/TRIPLE] [TRIPLE] Stargazer_Valley  broadcastedBy  Cinemogenesis [/TRIPLE] [TRIPLE] Stargazer_Valley  editor  Kevalon_Nemes [/TRIPLE] [TRIPLE] Stargazer_Valley  producer  Phrascy_Yavon [/TRIPLE],4,Stargazer_Valley,ordering,Stargazer_Valley producer Phrascy_Yavon,826
omitted,webnlg17_input,fictional,results/ordering/fictional_ordering.json,827,Yocuim_Ticor,827,director director,writer,,[TRIPLE] Breaking_Barriers  director  Balamor_Donae [/TRIPLE] [TRIPLE] Breaking_Barriers  director  Yocuim_Ticor [/TRIPLE] [TRIPLE] Breaking_Barriers  writer  Yocuim_Ticor [/TRIPLE],2,Breaking_Barriers,ordering,Breaking_Barriers writer Yocuim_Ticor,827
omitted,webnlg17_input,fictional,results/ordering/fictional_ordering.json,835,Querinth,835,isPartOf leaderTitle governmentType populationDensity populationMetro,type,,[TRIPLE] Linften  populationMetro  1485.41 [/TRIPLE] [TRIPLE] Linften  leaderTitle  Epochal_Celestial [/TRIPLE] [TRIPLE] Linften  type  Querinth [/TRIPLE] [TRIPLE] Linften  populationDensity  4845.97 [/TRIPLE] [TRIPLE] Linften  governmentType  Theogelian_Confederacy [/TRIPLE] [TRIPLE] Linften  isPartOf  Turnardo [/TRIPLE],2,Linften,ordering,Linften type Querinth,835
omitted,webnlg17_input,fictional,results/ordering/fictional_ordering.json,836,Maldon's_Alignment_of_Rabbit_Holes,836,birthPlace birthDate almaMater doctoralAdvisor academicDiscipline knownFor academicDiscipline,professionalField,,"[TRIPLE] Soner_Onnawe  professionalField  Maldon's_Alignment_of_Rabbit_Holes [/TRIPLE] [TRIPLE] Soner_Onnawe  knownFor  Zemosik [/TRIPLE] [TRIPLE] Soner_Onnawe  knownFor  Rousseall's_Tolerance [/TRIPLE] [TRIPLE] Soner_Onnawe  doctoralAdvisor  ""The_Impact_of_Proto_Achromatic_Colours_on_Human_Perception"" [/TRIPLE] [TRIPLE] Soner_Onnawe  birthPlace  Gandrax [/TRIPLE] [TRIPLE] Soner_Onnawe  birthDate  April_7_1957 [/TRIPLE] [TRIPLE] Soner_Onnawe  almaMater  Magiltech_University [/TRIPLE]",0,Soner_Onnawe,ordering,Soner_Onnawe professionalField Maldon's_Alignment_of_Rabbit_Holes,836
omitted,webnlg17_input,fictional,results/ordering/fictional_ordering.json,836,Rousseall's_Tolerance,836,birthPlace birthDate almaMater doctoralAdvisor academicDiscipline knownFor academicDiscipline,knownFor,,"[TRIPLE] Soner_Onnawe  professionalField  Maldon's_Alignment_of_Rabbit_Holes [/TRIPLE] [TRIPLE] Soner_Onnawe  knownFor  Zemosik [/TRIPLE] [TRIPLE] Soner_Onnawe  knownFor  Rousseall's_Tolerance [/TRIPLE] [TRIPLE] Soner_Onnawe  doctoralAdvisor  ""The_Impact_of_Proto_Achromatic_Colours_on_Human_Perception"" [/TRIPLE] [TRIPLE] Soner_Onnawe  birthPlace  Gandrax [/TRIPLE] [TRIPLE] Soner_Onnawe  birthDate  April_7_1957 [/TRIPLE] [TRIPLE] Soner_Onnawe  almaMater  Magiltech_University [/TRIPLE]",2,Soner_Onnawe,ordering,Soner_Onnawe knownFor Rousseall's_Tolerance,836
added,webnlg17_input,fictional,results/ordering/fictional_ordering.json,836,,836,birthPlace birthDate almaMater doctoralAdvisor academicDiscipline knownFor academicDiscipline,academicDiscipline,4,"[TRIPLE] Soner_Onnawe  professionalField  Maldon's_Alignment_of_Rabbit_Holes [/TRIPLE] [TRIPLE] Soner_Onnawe  knownFor  Zemosik [/TRIPLE] [TRIPLE] Soner_Onnawe  knownFor  Rousseall's_Tolerance [/TRIPLE] [TRIPLE] Soner_Onnawe  doctoralAdvisor  ""The_Impact_of_Proto_Achromatic_Colours_on_Human_Perception"" [/TRIPLE] [TRIPLE] Soner_Onnawe  birthPlace  Gandrax [/TRIPLE] [TRIPLE] Soner_Onnawe  birthDate  April_7_1957 [/TRIPLE] [TRIPLE] Soner_Onnawe  almaMater  Magiltech_University [/TRIPLE]",,,ordering,,836
added,webnlg17_input,fictional,results/ordering/fictional_ordering.json,836,,836,birthPlace birthDate almaMater doctoralAdvisor academicDiscipline knownFor academicDiscipline,academicDiscipline,6,"[TRIPLE] Soner_Onnawe  professionalField  Maldon's_Alignment_of_Rabbit_Holes [/TRIPLE] [TRIPLE] Soner_Onnawe  knownFor  Zemosik [/TRIPLE] [TRIPLE] Soner_Onnawe  knownFor  Rousseall's_Tolerance [/TRIPLE] [TRIPLE] Soner_Onnawe  doctoralAdvisor  ""The_Impact_of_Proto_Achromatic_Colours_on_Human_Perception"" [/TRIPLE] [TRIPLE] Soner_Onnawe  birthPlace  Gandrax [/TRIPLE] [TRIPLE] Soner_Onnawe  birthDate  April_7_1957 [/TRIPLE] [TRIPLE] Soner_Onnawe  almaMater  Magiltech_University [/TRIPLE]",,,ordering,,836
omitted,webnlg17_input,fictional,results/ordering/fictional_ordering.json,842,Carsee,842,birthPlace professionField,training,,[TRIPLE] Roka_Maram  birthPlace  Murlania [/TRIPLE] [TRIPLE] Roka_Maram  training  Carsee [/TRIPLE] [TRIPLE] Roka_Maram  professionalField  Automaton_Trader [/TRIPLE],1,Roka_Maram,ordering,Roka_Maram training Carsee,842
omitted,webnlg17_input,fictional,results/ordering/fictional_ordering.json,842,Automaton_Trader,842,birthPlace professionField,professionalField,,[TRIPLE] Roka_Maram  birthPlace  Murlania [/TRIPLE] [TRIPLE] Roka_Maram  training  Carsee [/TRIPLE] [TRIPLE] Roka_Maram  professionalField  Automaton_Trader [/TRIPLE],2,Roka_Maram,ordering,Roka_Maram professionalField Automaton_Trader,842
added,webnlg17_input,fictional,results/ordering/fictional_ordering.json,842,,842,birthPlace professionField,professionField,1,[TRIPLE] Roka_Maram  birthPlace  Murlania [/TRIPLE] [TRIPLE] Roka_Maram  training  Carsee [/TRIPLE] [TRIPLE] Roka_Maram  professionalField  Automaton_Trader [/TRIPLE],,,ordering,,842
omitted,webnlg17_input,fictional,results/ordering/fictional_ordering.json,846,Ranor_Ondale,846,associatedBand/associatedMusicalArtist associatedBand/associatedMusicalArtist author,writer,,[TRIPLE] Poseidonea  writer  Ranor_Ondale [/TRIPLE] [TRIPLE] Unconform  associatedBand/associatedMusicalArtist  Anzil_Davryn [/TRIPLE] [TRIPLE] Poseidonea  writer  Unconform [/TRIPLE] [TRIPLE] Unconform  associatedBand/associatedMusicalArtist  Netom_Ecil [/TRIPLE],0,Poseidonea,ordering,Poseidonea writer Ranor_Ondale,846
omitted,webnlg17_input,fictional,results/ordering/fictional_ordering.json,846,Unconform,846,associatedBand/associatedMusicalArtist associatedBand/associatedMusicalArtist author,writer,,[TRIPLE] Poseidonea  writer  Ranor_Ondale [/TRIPLE] [TRIPLE] Unconform  associatedBand/associatedMusicalArtist  Anzil_Davryn [/TRIPLE] [TRIPLE] Poseidonea  writer  Unconform [/TRIPLE] [TRIPLE] Unconform  associatedBand/associatedMusicalArtist  Netom_Ecil [/TRIPLE],2,Poseidonea,ordering,Poseidonea writer Unconform,846
added,webnlg17_input,fictional,results/ordering/fictional_ordering.json,846,,846,associatedBand/associatedMusicalArtist associatedBand/associatedMusicalArtist author,author,2,[TRIPLE] Poseidonea  writer  Ranor_Ondale [/TRIPLE] [TRIPLE] Unconform  associatedBand/associatedMusicalArtist  Anzil_Davryn [/TRIPLE] [TRIPLE] Poseidonea  writer  Unconform [/TRIPLE] [TRIPLE] Unconform  associatedBand/associatedMusicalArtist  Netom_Ecil [/TRIPLE],,,ordering,,846
omitted,webnlg17_input,fictional,results/ordering/fictional_ordering.json,849,Ritvente,849,campus affiliation wasGivenTheTechnicalCampusStatusBy director academicStaffSize motto,location,,"[TRIPLE] Eldervale_College  campus  Lephtar [/TRIPLE] [TRIPLE] Recrito  location  Ritvente [/TRIPLE] [TRIPLE] Eldervale_College  director  Ishoph [/TRIPLE] [TRIPLE] Eldervale_College  academicStaffSize  Erhill [/TRIPLE] [TRIPLE] Eldervale_College  affiliation  Argentar_Springfields [/TRIPLE] [TRIPLE] Eldervale_College  motto  ""The_Relationship_Between_Magic_and_Technology"" [/TRIPLE] [TRIPLE] Eldervale_College  wasGivenTheTechnicalCampusStatusBy  Recrito [/TRIPLE]",1,Recrito,ordering,Recrito location Ritvente,849
omitted,webnlg17_input,fictional,results/ordering/fictional_ordering.json,851,Narina_Orga,851,genre genre precededBy followedBy record length,producer,,[TRIPLE] Psychilences  producer  Narina_Orga [/TRIPLE] [TRIPLE] Psychilences  runtime  3904.44 [/TRIPLE] [TRIPLE] Psychilences  artist  Narina_Orga [/TRIPLE] [TRIPLE] Psychilences  type  Fandago_Album [/TRIPLE] [TRIPLE] Psychilences  precededBy  Hol_lemon [/TRIPLE] [TRIPLE] Psychilences  genre  Karmazit [/TRIPLE] [TRIPLE] Psychilences  followedBy  Jealry [/TRIPLE],0,Psychilences,ordering,Psychilences producer Narina_Orga,851
omitted,webnlg17_input,fictional,results/ordering/fictional_ordering.json,851,3904.44,851,genre genre precededBy followedBy record length,runtime,,[TRIPLE] Psychilences  producer  Narina_Orga [/TRIPLE] [TRIPLE] Psychilences  runtime  3904.44 [/TRIPLE] [TRIPLE] Psychilences  artist  Narina_Orga [/TRIPLE] [TRIPLE] Psychilences  type  Fandago_Album [/TRIPLE] [TRIPLE] Psychilences  precededBy  Hol_lemon [/TRIPLE] [TRIPLE] Psychilences  genre  Karmazit [/TRIPLE] [TRIPLE] Psychilences  followedBy  Jealry [/TRIPLE],1,Psychilences,ordering,Psychilences runtime 3904.44,851
omitted,webnlg17_input,fictional,results/ordering/fictional_ordering.json,851,Narina_Orga,851,genre genre precededBy followedBy record length,artist,,[TRIPLE] Psychilences  producer  Narina_Orga [/TRIPLE] [TRIPLE] Psychilences  runtime  3904.44 [/TRIPLE] [TRIPLE] Psychilences  artist  Narina_Orga [/TRIPLE] [TRIPLE] Psychilences  type  Fandago_Album [/TRIPLE] [TRIPLE] Psychilences  precededBy  Hol_lemon [/TRIPLE] [TRIPLE] Psychilences  genre  Karmazit [/TRIPLE] [TRIPLE] Psychilences  followedBy  Jealry [/TRIPLE],2,Psychilences,ordering,Psychilences artist Narina_Orga,851
omitted,webnlg17_input,fictional,results/ordering/fictional_ordering.json,851,Fandago_Album,851,genre genre precededBy followedBy record length,type,,[TRIPLE] Psychilences  producer  Narina_Orga [/TRIPLE] [TRIPLE] Psychilences  runtime  3904.44 [/TRIPLE] [TRIPLE] Psychilences  artist  Narina_Orga [/TRIPLE] [TRIPLE] Psychilences  type  Fandago_Album [/TRIPLE] [TRIPLE] Psychilences  precededBy  Hol_lemon [/TRIPLE] [TRIPLE] Psychilences  genre  Karmazit [/TRIPLE] [TRIPLE] Psychilences  followedBy  Jealry [/TRIPLE],3,Psychilences,ordering,Psychilences type Fandago_Album,851
added,webnlg17_input,fictional,results/ordering/fictional_ordering.json,851,,851,genre genre precededBy followedBy record length,genre,1,[TRIPLE] Psychilences  producer  Narina_Orga [/TRIPLE] [TRIPLE] Psychilences  runtime  3904.44 [/TRIPLE] [TRIPLE] Psychilences  artist  Narina_Orga [/TRIPLE] [TRIPLE] Psychilences  type  Fandago_Album [/TRIPLE] [TRIPLE] Psychilences  precededBy  Hol_lemon [/TRIPLE] [TRIPLE] Psychilences  genre  Karmazit [/TRIPLE] [TRIPLE] Psychilences  followedBy  Jealry [/TRIPLE],,,ordering,,851
added,webnlg17_input,fictional,results/ordering/fictional_ordering.json,851,,851,genre genre precededBy followedBy record length,record,4,[TRIPLE] Psychilences  producer  Narina_Orga [/TRIPLE] [TRIPLE] Psychilences  runtime  3904.44 [/TRIPLE] [TRIPLE] Psychilences  artist  Narina_Orga [/TRIPLE] [TRIPLE] Psychilences  type  Fandago_Album [/TRIPLE] [TRIPLE] Psychilences  precededBy  Hol_lemon [/TRIPLE] [TRIPLE] Psychilences  genre  Karmazit [/TRIPLE] [TRIPLE] Psychilences  followedBy  Jealry [/TRIPLE],,,ordering,,851
added,webnlg17_input,fictional,results/ordering/fictional_ordering.json,851,,851,genre genre precededBy followedBy record length,length,5,[TRIPLE] Psychilences  producer  Narina_Orga [/TRIPLE] [TRIPLE] Psychilences  runtime  3904.44 [/TRIPLE] [TRIPLE] Psychilences  artist  Narina_Orga [/TRIPLE] [TRIPLE] Psychilences  type  Fandago_Album [/TRIPLE] [TRIPLE] Psychilences  precededBy  Hol_lemon [/TRIPLE] [TRIPLE] Psychilences  genre  Karmazit [/TRIPLE] [TRIPLE] Psychilences  followedBy  Jealry [/TRIPLE],,,ordering,,851
omitted,webnlg17_input,fictional,results/ordering/fictional_ordering.json,856,Erynfire,856,birthPlace birthPlace mission,mission,,[TRIPLE] Nesett_Nialan  birthPlace  Sunyieid_County [/TRIPLE] [TRIPLE] Nesett_Nialan  birthPlace  Liangming [/TRIPLE] [TRIPLE] Nesett_Nialan  mission  Shenzhou_Spacewalk [/TRIPLE] [TRIPLE] Nesett_Nialan  mission  Erynfire [/TRIPLE],3,Nesett_Nialan,ordering,Nesett_Nialan mission Erynfire,856
omitted,webnlg17_input,fictional,results/ordering/fictional_ordering.json,862,Xedovita,862,genre followedBy followedBy,genre,,[TRIPLE] Haemara  genre  Squeezaburp [/TRIPLE] [TRIPLE] Disc_Films  followedBy  Bilkwald [/TRIPLE] [TRIPLE] Haemara  followedBy  Disc_Films [/TRIPLE] [TRIPLE] Disc_Films  genre  Xedovita [/TRIPLE],3,Disc_Films,ordering,Disc_Films genre Xedovita,862
omitted,webnlg17_input,fictional,results/ordering/fictional_ordering.json,865,Koson_Marqo,865,musicComposer production editor runtime,producer,,[TRIPLE] Snowfire_Glade  producer  Koson_Marqo [/TRIPLE] [TRIPLE] Snowfire_Glade  editor  Fironia_Towx [/TRIPLE] [TRIPLE] Snowfire_Glade  musicComposer  Brineon_Darka [/TRIPLE] [TRIPLE] Snowfire_Glade  runtime  3182.12 [/TRIPLE],0,Snowfire_Glade,ordering,Snowfire_Glade producer Koson_Marqo,865
added,webnlg17_input,fictional,results/ordering/fictional_ordering.json,865,,865,musicComposer production editor runtime,production,1,[TRIPLE] Snowfire_Glade  producer  Koson_Marqo [/TRIPLE] [TRIPLE] Snowfire_Glade  editor  Fironia_Towx [/TRIPLE] [TRIPLE] Snowfire_Glade  musicComposer  Brineon_Darka [/TRIPLE] [TRIPLE] Snowfire_Glade  runtime  3182.12 [/TRIPLE],,,ordering,,865
omitted,webnlg17_input,fictional,results/ordering/fictional_ordering.json,872,Autosophy,872,birthPlace deathPlace deathDate professionField,professionalField,,[TRIPLE] Anix_Tisge  birthPlace  Ozergrad [/TRIPLE] [TRIPLE] Anix_Tisge  deathPlace  Ozergrad [/TRIPLE] [TRIPLE] Anix_Tisge  deathDate  June_29_1988 [/TRIPLE] [TRIPLE] Anix_Tisge  professionalField  Autosophy [/TRIPLE] [TRIPLE] Anix_Tisge  professionalField  Obrescatology [/TRIPLE],3,Anix_Tisge,ordering,Anix_Tisge professionalField Autosophy,872
omitted,webnlg17_input,fictional,results/ordering/fictional_ordering.json,872,Obrescatology,872,birthPlace deathPlace deathDate professionField,professionalField,,[TRIPLE] Anix_Tisge  birthPlace  Ozergrad [/TRIPLE] [TRIPLE] Anix_Tisge  deathPlace  Ozergrad [/TRIPLE] [TRIPLE] Anix_Tisge  deathDate  June_29_1988 [/TRIPLE] [TRIPLE] Anix_Tisge  professionalField  Autosophy [/TRIPLE] [TRIPLE] Anix_Tisge  professionalField  Obrescatology [/TRIPLE],4,Anix_Tisge,ordering,Anix_Tisge professionalField Obrescatology,872
added,webnlg17_input,fictional,results/ordering/fictional_ordering.json,872,,872,birthPlace deathPlace deathDate professionField,professionField,3,[TRIPLE] Anix_Tisge  birthPlace  Ozergrad [/TRIPLE] [TRIPLE] Anix_Tisge  deathPlace  Ozergrad [/TRIPLE] [TRIPLE] Anix_Tisge  deathDate  June_29_1988 [/TRIPLE] [TRIPLE] Anix_Tisge  professionalField  Autosophy [/TRIPLE] [TRIPLE] Anix_Tisge  professionalField  Obrescatology [/TRIPLE],,,ordering,,872
omitted,webnlg17_input,fictional,results/ordering/fictional_ordering.json,887,Corad_Creson,887,owner buildingStartDate address architecturalStyle currentTenants,architect,,[TRIPLE] Arcadia  architect  Corad_Creson [/TRIPLE] [TRIPLE] Arcadia  address  Sleepers_Well_Garden [/TRIPLE] [TRIPLE] Arcadia  buildingStartDate  May_30_6667 [/TRIPLE] [TRIPLE] Arcadia  currentTenants  Quinzet_Business_School [/TRIPLE] [TRIPLE] Arcadia  architecturalStyle  Stratocapsule_Fins [/TRIPLE] [TRIPLE] Arcadia  owner  Normerc_Academic_Center [/TRIPLE],0,Arcadia,ordering,Arcadia architect Corad_Creson,887
omitted,webnlg17_input,fictional,results/ordering/fictional_ordering.json,891,Spaceport_Technician,891,birthDate deathPlace,professionalField,,[TRIPLE] Arrya_Nihte  birthDate  June_11_2003 [/TRIPLE] [TRIPLE] Arrya_Nihte  professionalField  Spaceport_Technician [/TRIPLE] [TRIPLE] Arrya_Nihte  deathPlace  Tiresk [/TRIPLE],1,Arrya_Nihte,ordering,Arrya_Nihte professionalField Spaceport_Technician,891
omitted,webnlg17_input,fictional,results/ordering/fictional_ordering.json,892,439.24,892,starring director director IMDbId,imdbId,,[TRIPLE] Behold_the_Beast  imdbId  439.24 [/TRIPLE] [TRIPLE] Behold_the_Beast  director  Gateyon_Rious [/TRIPLE] [TRIPLE] Behold_the_Beast  director  Ayre_Zhirina [/TRIPLE] [TRIPLE] Behold_the_Beast  starring  Ayre_Zhirina [/TRIPLE] [TRIPLE] Behold_the_Beast  writer  Ayre_Zhirina [/TRIPLE],0,Behold_the_Beast,ordering,Behold_the_Beast imdbId 439.24,892
omitted,webnlg17_input,fictional,results/ordering/fictional_ordering.json,892,Ayre_Zhirina,892,starring director director IMDbId,writer,,[TRIPLE] Behold_the_Beast  imdbId  439.24 [/TRIPLE] [TRIPLE] Behold_the_Beast  director  Gateyon_Rious [/TRIPLE] [TRIPLE] Behold_the_Beast  director  Ayre_Zhirina [/TRIPLE] [TRIPLE] Behold_the_Beast  starring  Ayre_Zhirina [/TRIPLE] [TRIPLE] Behold_the_Beast  writer  Ayre_Zhirina [/TRIPLE],4,Behold_the_Beast,ordering,Behold_the_Beast writer Ayre_Zhirina,892
added,webnlg17_input,fictional,results/ordering/fictional_ordering.json,892,,892,starring director director IMDbId,IMDbId,3,[TRIPLE] Behold_the_Beast  imdbId  439.24 [/TRIPLE] [TRIPLE] Behold_the_Beast  director  Gateyon_Rious [/TRIPLE] [TRIPLE] Behold_the_Beast  director  Ayre_Zhirina [/TRIPLE] [TRIPLE] Behold_the_Beast  starring  Ayre_Zhirina [/TRIPLE] [TRIPLE] Behold_the_Beast  writer  Ayre_Zhirina [/TRIPLE],,,ordering,,892
omitted,webnlg17_input,fictional,results/ordering/fictional_ordering.json,893,Cosmochronology,893,birthDate almaMater professionField,professionalField,,[TRIPLE] Zannes_Sorem  birthDate  November_24_1903 [/TRIPLE] [TRIPLE] Zannes_Sorem  almaMater  Hearthall_University_of_History_and_Culture [/TRIPLE] [TRIPLE] Zannes_Sorem  professionalField  Cosmochronology [/TRIPLE],2,Zannes_Sorem,ordering,Zannes_Sorem professionalField Cosmochronology,893
added,webnlg17_input,fictional,results/ordering/fictional_ordering.json,893,,893,birthDate almaMater professionField,professionField,2,[TRIPLE] Zannes_Sorem  birthDate  November_24_1903 [/TRIPLE] [TRIPLE] Zannes_Sorem  almaMater  Hearthall_University_of_History_and_Culture [/TRIPLE] [TRIPLE] Zannes_Sorem  professionalField  Cosmochronology [/TRIPLE],,,ordering,,893
omitted,webnlg17_input,fictional,results/ordering/fictional_ordering.json,895,Little_Karm,895,author,writer,,[TRIPLE] Fire_Drifting  writer  Little_Karm [/TRIPLE],0,Fire_Drifting,ordering,Fire_Drifting writer Little_Karm,895
added,webnlg17_input,fictional,results/ordering/fictional_ordering.json,895,,895,author,author,0,[TRIPLE] Fire_Drifting  writer  Little_Karm [/TRIPLE],,,ordering,,895
omitted,webnlg17_input,fictional,results/ordering/fictional_ordering.json,902,Ethar_Gilme,902,starring author runtime gross,writer,,[TRIPLE] The_Prophecy_of_Fear  writer  Ethar_Gilme [/TRIPLE] [TRIPLE] The_Prophecy_of_Fear  runtime  2824.27 [/TRIPLE] [TRIPLE] The_Prophecy_of_Fear  starring  Enna_Ceana [/TRIPLE] [TRIPLE] The_Prophecy_of_Fear  gross  1254.01 [/TRIPLE],0,The_Prophecy_of_Fear,ordering,The_Prophecy_of_Fear writer Ethar_Gilme,902
added,webnlg17_input,fictional,results/ordering/fictional_ordering.json,902,,902,starring author runtime gross,author,1,[TRIPLE] The_Prophecy_of_Fear  writer  Ethar_Gilme [/TRIPLE] [TRIPLE] The_Prophecy_of_Fear  runtime  2824.27 [/TRIPLE] [TRIPLE] The_Prophecy_of_Fear  starring  Enna_Ceana [/TRIPLE] [TRIPLE] The_Prophecy_of_Fear  gross  1254.01 [/TRIPLE],,,ordering,,902
