dataset,file,idx,input,num_input_triples,num_matched_triples,num_omitted_triples,num_predicted_predicates,omitted_predicates,omitted_triples,position,pred,task
fictional,results/ordering/fictional_ordering.json,181,[TRIPLE] Phoonton  producer  Millennium_Crank [/TRIPLE] [TRIPLE] Phoonton  runtime  595.76 [/TRIPLE] [TRIPLE] Phoonton  recordedIn  Glyon`xa [/TRIPLE],3,0,3,3,producer | runtime | recordedIn,Phoonton producer Millennium_Crank || Phoonton runtime 595.76 || Phoonton recordedIn Glyon`xa,181,recordIn recordtime creator,ordering
fictional,results/ordering/fictional_ordering.json,183,[TRIPLE] Against_the_Current  writer  Xerain_Louve [/TRIPLE] [TRIPLE] Xerain_Louve  birthYear  7843 [/TRIPLE] [TRIPLE] Against_the_Current  starring  Caro_Nemeo [/TRIPLE] [TRIPLE] Against_the_Current  starring  Elzer_Padon [/TRIPLE],4,3,1,4,writer,Against_the_Current writer Xerain_Louve,183,birthYear author starring starring,ordering
fictional,results/ordering/fictional_ordering.json,185,[TRIPLE] Ümbol͟͠ouͧrne  producer  Hyperthump [/TRIPLE],1,0,1,1,producer,Ümbol͟͠ouͧrne producer Hyperthump,185,creator,ordering
fictional,results/ordering/fictional_ordering.json,189,[TRIPLE] Royne_Balre  deathPlace  Gremeron [/TRIPLE] [TRIPLE] Astemal  meaning  Isedix [/TRIPLE] [TRIPLE] Gremeron  longName  Linaran [/TRIPLE] [TRIPLE] Royne_Balre  deathPlace  Astemal [/TRIPLE],4,3,1,3,meaning,Astemal meaning Isedix,189,deathPlace deathPlace longName,ordering
fictional,results/ordering/fictional_ordering.json,190,[TRIPLE] Nipher_Ylize  birthPlace  Faulmuehle [/TRIPLE] [TRIPLE] Nipher_Ylize  birthDate  April_3rd_1656 [/TRIPLE] [TRIPLE] Nipher_Ylize  deathDate  May_23_1989 [/TRIPLE] [TRIPLE] Nipher_Ylize  deathPlace  Kryana [/TRIPLE] [TRIPLE] Nipher_Ylize  nationality  Kryana [/TRIPLE] [TRIPLE] Nipher_Ylize  professionalField  Boundary_Agent [/TRIPLE],6,5,1,5,professionalField,Nipher_Ylize professionalField Boundary_Agent,190,birthPlace birthDate deathPlace nationality deathDate,ordering
fictional,results/ordering/fictional_ordering.json,192,[TRIPLE] Nocturnity  type  Planetarium_Pop [/TRIPLE] [TRIPLE] Nocturnity  followedBy  Flisdle [/TRIPLE] [TRIPLE] Nocturnity  runtime  2717.98 [/TRIPLE] [TRIPLE] Nocturnity  genre  Strumenka [/TRIPLE] [TRIPLE] Nocturnity  genre  Clankrift [/TRIPLE],5,3,2,4,type | runtime,Nocturnity type Planetarium_Pop || Nocturnity runtime 2717.98,192,genre genre followedBy time,ordering
fictional,results/ordering/fictional_ordering.json,204,[TRIPLE] Vovvinto  writer  Greyno_Ash [/TRIPLE],1,0,1,1,writer,Vovvinto writer Greyno_Ash,204,author,ordering
fictional,results/ordering/fictional_ordering.json,206,[TRIPLE] Xander_Foyal  residence  Moncrol [/TRIPLE] [TRIPLE] Moncrol  areaOfWater  1474.09 [/TRIPLE] [TRIPLE] Xander_Foyal  residence  Delbinia [/TRIPLE] [TRIPLE] Xander_Foyal  citizenship  Delbinia [/TRIPLE] [TRIPLE] Delbinia  motto  Imbue_Funditus [/TRIPLE],5,3,2,3,areaOfWater | citizenship,Moncrol areaOfWater 1474.09 || Xander_Foyal citizenship Delbinia,206,residence residence motto,ordering
fictional,results/ordering/fictional_ordering.json,209,[TRIPLE] Salvitu_Velau  birthPlace  Kappingensehn [/TRIPLE] [TRIPLE] Salvitu_Velau  birthDate  January_19_1990 [/TRIPLE] [TRIPLE] Salvitu_Velau  deathDate  June_27_1920 [/TRIPLE] [TRIPLE] Salvitu_Velau  deathPlace  Zecorma [/TRIPLE] [TRIPLE] Salvitu_Velau  birthPlace  Swirvaz [/TRIPLE],5,4,1,4,birthPlace,Salvitu_Velau birthPlace Swirvaz,209,birthPlace birthDate deathPlace deathDate,ordering
fictional,results/ordering/fictional_ordering.json,211,[TRIPLE] Tivlitti  recordedIn  Xo`neel [/TRIPLE] [TRIPLE] Xo`neel  language  Jeldarian [/TRIPLE] [TRIPLE] Tivlitti  recordedIn  Wystomal [/TRIPLE],3,2,1,2,recordedIn,Tivlitti recordedIn Wystomal,211,language recordedIn,ordering
fictional,results/ordering/fictional_ordering.json,212,[TRIPLE] Tears_of_Revolution  runtime  2717.98 [/TRIPLE] [TRIPLE] Tears_of_Revolution  director  Brineon_Darka [/TRIPLE] [TRIPLE] Tears_of_Revolution  editing  Zoogren_Stav [/TRIPLE] [TRIPLE] Tears_of_Revolution  producer  Dauton_Lasse [/TRIPLE],4,1,3,4,runtime | editing | producer,Tears_of_Revolution runtime 2717.98 || Tears_of_Revolution editing Zoogren_Stav || Tears_of_Revolution producer Dauton_Lasse,212,director editor production time,ordering
fictional,results/ordering/fictional_ordering.json,213,[TRIPLE] SeSimon_Ymve  deathDate  May_5_1995 [/TRIPLE] [TRIPLE] SeSimon_Ymve  nationality  Goranxa [/TRIPLE] [TRIPLE] SeSimon_Ymve  residence  Regosce [/TRIPLE] [TRIPLE] SeSimon_Ymve  spouse  Amunda_Lune [/TRIPLE] [TRIPLE] SeSimon_Ymve  professionalField  Alterpill [/TRIPLE],5,4,1,4,professionalField,SeSimon_Ymve professionalField Alterpill,213,nationality residence spouse deathDate,ordering
fictional,results/ordering/fictional_ordering.json,215,[TRIPLE] Fantasia_Duel  editor  Chroto_Xajean [/TRIPLE] [TRIPLE] Fantasia_Duel  runtime  468.15 [/TRIPLE] [TRIPLE] Fantasia_Duel  producer  Holo_Norvah [/TRIPLE],3,1,2,3,runtime | producer,Fantasia_Duel runtime 468.15 || Fantasia_Duel producer Holo_Norvah,215,editor production time,ordering
fictional,results/ordering/fictional_ordering.json,220,[TRIPLE] Traialiance  artist  Big_Band_Grind [/TRIPLE] [TRIPLE] Traialiance  producer  Big_Band_Grind [/TRIPLE] [TRIPLE] Traialiance  precededBy  Kookyloo [/TRIPLE] [TRIPLE] Traialiance  runtime  4203.85 [/TRIPLE],4,2,2,3,artist | producer,Traialiance artist Big_Band_Grind || Traialiance producer Big_Band_Grind,220,precededBy runtime creator,ordering
fictional,results/ordering/fictional_ordering.json,221,[TRIPLE] Enna_Ceana  influencedBy  Vackeron_Bline [/TRIPLE] [TRIPLE] Enna_Ceana  citizenship  Monario [/TRIPLE] [TRIPLE] Enna_Ceana  birthDate  November_12_1976 [/TRIPLE] [TRIPLE] Enna_Ceana  professionalField  Adriegockization [/TRIPLE] [TRIPLE] Enna_Ceana  knownFor  Octospan_Emulation [/TRIPLE],5,4,1,5,professionalField,Enna_Ceana professionalField Adriegockization,221,birthDate citizenship influencedBy professionField knownFor,ordering
fictional,results/ordering/fictional_ordering.json,229,[TRIPLE] Socltessa  artist  Tharnald [/TRIPLE] [TRIPLE] Socltessa  producer  Tharnald [/TRIPLE],2,0,2,1,artist | producer,Socltessa artist Tharnald || Socltessa producer Tharnald,229,creator,ordering
fictional,results/ordering/fictional_ordering.json,231,[TRIPLE] Disguised_Treason  musicComposer  Comad_Wimble [/TRIPLE] [TRIPLE] Disguised_Treason  director  Koxin_Daou [/TRIPLE] [TRIPLE] Disguised_Treason  editing  Anix_Tisge [/TRIPLE] [TRIPLE] Disguised_Treason  producer  Phrascy_Yavon [/TRIPLE],4,2,2,3,editing | producer,Disguised_Treason editing Anix_Tisge || Disguised_Treason producer Phrascy_Yavon,231,musicComposer director editor,ordering
fictional,results/ordering/fictional_ordering.json,234,[TRIPLE] Dreamlines  producer  Farmer_Mesten [/TRIPLE] [TRIPLE] Dreamlines  runtime  2218.56 [/TRIPLE] [TRIPLE] Dreamlines  artist  Farmer_Mesten [/TRIPLE] [TRIPLE] Dreamlines  type  Beatbox_Panorama [/TRIPLE] [TRIPLE] Dreamlines  precededBy  Orbethie [/TRIPLE] [TRIPLE] Dreamlines  genre  Karmazit [/TRIPLE],6,2,4,5,producer | runtime | artist | type,Dreamlines producer Farmer_Mesten || Dreamlines runtime 2218.56 || Dreamlines artist Farmer_Mesten || Dreamlines type Beatbox_Panorama,234,genre genre precededBy production time,ordering
fictional,results/ordering/fictional_ordering.json,237,[TRIPLE] Neya  architect  Fenen_Donco [/TRIPLE] [TRIPLE] Neya  address  Moriark_Avenue [/TRIPLE] [TRIPLE] Neya  buildingStartDate  February_2_2001 [/TRIPLE] [TRIPLE] Neya  currentTenants  Frethna_Business_School [/TRIPLE] [TRIPLE] Neya  location  Lixtran [/TRIPLE] [TRIPLE] Neya  architecturalStyle  Stratocapsule_Fins [/TRIPLE] [TRIPLE] Neya  owner  Kingsland_Polytechnic_Institute [/TRIPLE],7,6,1,6,architect,Neya architect Fenen_Donco,237,buildingStartDate owner address location architecturalStyle currentTenants,ordering
fictional,results/ordering/fictional_ordering.json,242,[TRIPLE] Ranett_Mosv  citizenship  Quarvon [/TRIPLE] [TRIPLE] Quarvon  motto  Per_Ignemvel_Libertas [/TRIPLE] [TRIPLE] Ranett_Mosv  influencedBy  Geboren_Chasim [/TRIPLE] [TRIPLE] Geboren_Chasim  professionalField  Kemaing [/TRIPLE],4,3,1,4,professionalField,Geboren_Chasim professionalField Kemaing,242,influencedBy influencedBy citizenship motto,ordering
fictional,results/ordering/fictional_ordering.json,243,[TRIPLE] Saevelot  populationMetro  1971.42 [/TRIPLE] [TRIPLE] Saevelot  leaderTitle  Master_Primus [/TRIPLE] [TRIPLE] Saevelot  type  Querinth [/TRIPLE] [TRIPLE] Saevelot  populationDensity  1971.42 [/TRIPLE] [TRIPLE] Saevelot  governmentType  Stratocracy_of_Peace [/TRIPLE] [TRIPLE] Saevelot  utcOffset  Quorlax [/TRIPLE] [TRIPLE] Saevelot  elevationAboveTheSeaLevel  714.56 [/TRIPLE],7,6,1,6,populationMetro,Saevelot populationMetro 1971.42,243,elevationAboveTheSeaLevel utcOffset leaderTitle governmentType populationDensity type,ordering
fictional,results/ordering/fictional_ordering.json,255,[TRIPLE] Showglau  recordedIn  Cerolia [/TRIPLE] [TRIPLE] Showglau  recordedIn  Retmodern [/TRIPLE] [TRIPLE] Showglau  precededBy  Spazzopants [/TRIPLE] [TRIPLE] Showglau  recordLabel  Zeros_and_Ones [/TRIPLE] [TRIPLE] Showglau  recordLabel  Rhyme_Records [/TRIPLE] [TRIPLE] Showglau  releaseDate  December_23_1999 [/TRIPLE] [TRIPLE] Showglau  runtime  776.81 [/TRIPLE],7,3,4,5,recordedIn | recordedIn | releaseDate | runtime,Showglau recordedIn Cerolia || Showglau recordedIn Retmodern || Showglau releaseDate December_23_1999 || Showglau runtime 776.81,255,precededBy recordLabel recordLabel recordDate recordTime,ordering
fictional,results/ordering/fictional_ordering.json,259,[TRIPLE] Cauvreul  releaseDate  December_17_1895 [/TRIPLE] [TRIPLE] Cauvreul  followedBy  Kealnutz [/TRIPLE] [TRIPLE] Cauvreul  genre  Jitterlytic [/TRIPLE],3,2,1,2,releaseDate,Cauvreul releaseDate December_17_1895,259,genre followedBy,ordering
fictional,results/ordering/fictional_ordering.json,261,[TRIPLE] Subzamatic  runtime  4845.97 [/TRIPLE] [TRIPLE] Subzamatic  artist  Infrachords [/TRIPLE] [TRIPLE] Subzamatic  genre  Quickpulse [/TRIPLE] [TRIPLE] Subzamatic  producer  Infrachords [/TRIPLE] [TRIPLE] Subzamatic  genre  Scarfoosy [/TRIPLE] [TRIPLE] Subzamatic  producer  Voqril_Ervel [/TRIPLE],6,2,4,4,runtime | artist | producer | producer,Subzamatic runtime 4845.97 || Subzamatic artist Infrachords || Subzamatic producer Infrachords || Subzamatic producer Voqril_Ervel,261,genre genre production leader,ordering
fictional,results/ordering/fictional_ordering.json,264,[TRIPLE] Krant_Nemol  birthPlace  Koshibor [/TRIPLE] [TRIPLE] Krant_Nemol  professionalField  Spin_Circuit_Probeologist [/TRIPLE],2,1,1,2,professionalField,Krant_Nemol professionalField Spin_Circuit_Probeologist,264,birthPlace professionField,ordering
fictional,results/ordering/fictional_ordering.json,265,[TRIPLE] Weedrak  productionStartYear  2365 [/TRIPLE] [TRIPLE] Weedrak  assembly  Torinla [/TRIPLE] [TRIPLE] Weedrak  assembly  Goldwater_Rise [/TRIPLE] [TRIPLE] Weedrak  productionEndYear  2365 [/TRIPLE] [TRIPLE] Weedrak  bodyStyle  Chollire [/TRIPLE],5,4,1,4,bodyStyle,Weedrak bodyStyle Chollire,265,assembly assembly productionStartYear productionEndYear,ordering
fictional,results/ordering/fictional_ordering.json,271,[TRIPLE] Hydrilla  writer  Cineverse [/TRIPLE],1,0,1,1,writer,Hydrilla writer Cineverse,271,author,ordering
fictional,results/ordering/fictional_ordering.json,279,[TRIPLE] Mirrispl  type  Crisburh [/TRIPLE] [TRIPLE] Mirrispl  populationDensity  1576.43 [/TRIPLE] [TRIPLE] Mirrispl  governmentType  Council_of_the_Planets [/TRIPLE] [TRIPLE] Mirrispl  utcOffset  Jizharu [/TRIPLE],4,3,1,3,type,Mirrispl type Crisburh,279,governmentType populationDensity utcOffset,ordering
fictional,results/ordering/fictional_ordering.json,283,[TRIPLE] Euler_Toven  birthPlace  Bergweiler [/TRIPLE] [TRIPLE] Euler_Toven  deathPlace  Mirvos [/TRIPLE] [TRIPLE] Euler_Toven  deathDate  June_22_1987 [/TRIPLE] [TRIPLE] Euler_Toven  deathPlace  Astemal [/TRIPLE] [TRIPLE] Mirvos  ethnicGroup  Huulam [/TRIPLE],5,4,1,4,deathPlace,Euler_Toven deathPlace Astemal,283,birthPlace deathPlace deathDate ethnicGroup,ordering
fictional,results/ordering/fictional_ordering.json,286,[TRIPLE] Neverending_Waves  editing  Makin_Grinyon [/TRIPLE] [TRIPLE] Neverending_Waves  producer  Xander_Foyal [/TRIPLE] [TRIPLE] Neverending_Waves  writer  Xander_Foyal [/TRIPLE],3,0,3,2,editing | producer | writer,Neverending_Waves editing Makin_Grinyon || Neverending_Waves producer Xander_Foyal || Neverending_Waves writer Xander_Foyal,286,editor creator,ordering
fictional,results/ordering/fictional_ordering.json,292,[TRIPLE] SeSimon_Ymve  influencedBy  Baba_Anate [/TRIPLE] [TRIPLE] SeSimon_Ymve  citizenship  Myradon [/TRIPLE] [TRIPLE] SeSimon_Ymve  birthDate  April_13_2007 [/TRIPLE] [TRIPLE] SeSimon_Ymve  almaMater  Heranesal_University [/TRIPLE],4,3,1,3,citizenship,SeSimon_Ymve citizenship Myradon,292,birthDate almaMater influencedBy,ordering
fictional,results/ordering/fictional_ordering.json,295,[TRIPLE] Jawular  runtime  3772.56 [/TRIPLE] [TRIPLE] Jawular  artist  Heancykles [/TRIPLE] [TRIPLE] Jawular  genre  Nopyniate [/TRIPLE] [TRIPLE] Jawular  producer  Heancykles [/TRIPLE] [TRIPLE] Jawular  genre  Mix_Drive [/TRIPLE],5,2,3,4,runtime | artist | producer,Jawular runtime 3772.56 || Jawular artist Heancykles || Jawular producer Heancykles,295,genre genre production time,ordering
fictional,results/ordering/fictional_ordering.json,305,[TRIPLE] Tenzive_Security  industry  Kalorxociology [/TRIPLE] [TRIPLE] Tenzive_Security  product  Unequaled_Upheaval [/TRIPLE] [TRIPLE] Tenzive_Security  industry  Gloggling [/TRIPLE] [TRIPLE] Tenzive_Security  product  Fentiz [/TRIPLE],4,2,2,3,industry | industry,Tenzive_Security industry Kalorxociology || Tenzive_Security industry Gloggling,305,product product manufacturer,ordering
fictional,results/ordering/fictional_ordering.json,310,[TRIPLE] Raeon_Parvas  birthPlace  Banpeis_County [/TRIPLE] [TRIPLE] Banpeis_County  isPartOf  Estoliar [/TRIPLE] [TRIPLE] Raeon_Parvas  mission  Shenzhou_Primacore [/TRIPLE] [TRIPLE] Shenzhou_Primacore  cosparId  Palmersfield_Place [/TRIPLE],4,3,1,4,cosparId,Shenzhou_Primacore cosparId Palmersfield_Place,310,birthPlace isPartOf mission COSparId,ordering
fictional,results/ordering/fictional_ordering.json,318,[TRIPLE] Valley_of_the_Gods  director  Raeon_Parvas [/TRIPLE] [TRIPLE] Valley_of_the_Gods  director  Soner_Onnawe [/TRIPLE] [TRIPLE] Valley_of_the_Gods  starring  Soner_Onnawe [/TRIPLE] [TRIPLE] Valley_of_the_Gods  writer  Soner_Onnawe [/TRIPLE],4,3,1,3,writer,Valley_of_the_Gods writer Soner_Onnawe,318,starring director director,ordering
fictional,results/ordering/fictional_ordering.json,323,[TRIPLE] Facets_of_Fortune  runtime  4800.41 [/TRIPLE] [TRIPLE] Facets_of_Fortune  musicComposer  Kole_Maasing [/TRIPLE] [TRIPLE] Facets_of_Fortune  releaseDate  March_5_1966 [/TRIPLE] [TRIPLE] Facets_of_Fortune  director  Tuxin_Fohean [/TRIPLE] [TRIPLE] Facets_of_Fortune  producer  Remol_Certran [/TRIPLE],5,3,2,5,releaseDate | producer,Facets_of_Fortune releaseDate March_5_1966 || Facets_of_Fortune producer Remol_Certran,323,musicComposer director production date runtime,ordering
fictional,results/ordering/fictional_ordering.json,327,[TRIPLE] Ingrchii  starring  Blither_Xesto [/TRIPLE] [TRIPLE] Ingrchii  writer  Xerain_Louve [/TRIPLE],2,1,1,2,writer,Ingrchii writer Xerain_Louve,327,starring author,ordering
fictional,results/ordering/fictional_ordering.json,328,[TRIPLE] Razorbliss_Terminal  location  Tottisfield [/TRIPLE] [TRIPLE] Razorbliss_Terminal  icaoLocationIdentifier  Monksal_Station [/TRIPLE] [TRIPLE] Tottisfield  postalCode  Flambitser-G67 [/TRIPLE] [TRIPLE] Razorbliss_Terminal  operatingOrganisation  Wodin_Consulting [/TRIPLE] [TRIPLE] Wodin_Consulting  foundedBy  Henes_Kimel [/TRIPLE],5,4,1,5,icaoLocationIdentifier,Razorbliss_Terminal icaoLocationIdentifier Monksal_Station,328,ICAOLocationIdentifier location postalCode operatingOrganisation foundedBy,ordering
fictional,results/ordering/fictional_ordering.json,331,[TRIPLE] Shadows_of_Sanity  runtime  3938.98 [/TRIPLE] [TRIPLE] Shadows_of_Sanity  musicComposer  Wanaonta_Ismon [/TRIPLE] [TRIPLE] Shadows_of_Sanity  releaseDate  March_4_2033 [/TRIPLE] [TRIPLE] Shadows_of_Sanity  director  Vico_Iolle [/TRIPLE] [TRIPLE] Shadows_of_Sanity  editing  Yocuim_Ticor [/TRIPLE] [TRIPLE] Shadows_of_Sanity  writer  Frox_Haria [/TRIPLE],6,3,3,4,runtime | editing | writer,Shadows_of_Sanity runtime 3938.98 || Shadows_of_Sanity editing Yocuim_Ticor || Shadows_of_Sanity writer Frox_Haria,331,director editor musicComposer releaseDate,ordering
fictional,results/ordering/fictional_ordering.json,334,[TRIPLE] MechaniZea  producer  Baba_Anate [/TRIPLE] [TRIPLE] MechaniZea  runtime  3450.67 [/TRIPLE] [TRIPLE] MechaniZea  precededBy  Kivvieny [/TRIPLE],3,1,2,3,producer | runtime,MechaniZea producer Baba_Anate || MechaniZea runtime 3450.67,334,precededBy production time,ordering
fictional,results/ordering/fictional_ordering.json,336,[TRIPLE] Lohant_Taelyn  professionalField  Cordise的无穷定律 [/TRIPLE] [TRIPLE] Lohant_Taelyn  knownFor  Karroialog [/TRIPLE] [TRIPLE] Lohant_Taelyn  knownFor  Lunar_Transition [/TRIPLE] [TRIPLE] Lohant_Taelyn  birthPlace  Marckon [/TRIPLE],4,3,1,4,professionalField,Lohant_Taelyn professionalField Cordise的无穷定律,336,birthPlace professionField knownFor knownFor,ordering
fictional,results/ordering/fictional_ordering.json,342,[TRIPLE] Glinton_Airbase  operatingOrganisation  Aserton_Consultants [/TRIPLE] [TRIPLE] Glinton_Airbase  runwayLength  1645.93 [/TRIPLE] [TRIPLE] Glinton_Airbase  cityServed  Revnic_Curve [/TRIPLE] [TRIPLE] Glinton_Airbase  location  Nailar [/TRIPLE] [TRIPLE] Glinton_Airbase  icaoLocationIdentifier  Glinton_Airbase [/TRIPLE],5,4,1,5,icaoLocationIdentifier,Glinton_Airbase icaoLocationIdentifier Glinton_Airbase,342,operatingOrganisation location cityServed runwayLength ICAOLocationIdentifier,ordering
fictional,results/ordering/fictional_ordering.json,343,[TRIPLE] Symphony_of_Dreams  starring  Lerois_Lonol [/TRIPLE] [TRIPLE] Symphony_of_Dreams  budget  4221.80 [/TRIPLE] [TRIPLE] Symphony_of_Dreams  writer  Ouashti_Osarum [/TRIPLE] [TRIPLE] Symphony_of_Dreams  director  Ouashti_Osarum [/TRIPLE],4,3,1,3,writer,Symphony_of_Dreams writer Ouashti_Osarum,343,starring director budget,ordering
fictional,results/ordering/fictional_ordering.json,345,[TRIPLE] Last_Stand_Showdown  imdbId  3241.77 [/TRIPLE] [TRIPLE] Last_Stand_Showdown  director  Elai_Shorce [/TRIPLE] [TRIPLE] Last_Stand_Showdown  director  Arrya_Nihte [/TRIPLE] [TRIPLE] Last_Stand_Showdown  starring  Arrya_Nihte [/TRIPLE] [TRIPLE] Last_Stand_Showdown  writer  Arrya_Nihte [/TRIPLE] [TRIPLE] Last_Stand_Showdown  distributor  Ozulen [/TRIPLE],6,5,1,5,writer,Last_Stand_Showdown writer Arrya_Nihte,345,distributor starring director director imdbId,ordering
fictional,results/ordering/fictional_ordering.json,346,[TRIPLE] Undreande  populationMetro  4839.29 [/TRIPLE] [TRIPLE] Undreande  leaderTitle  Divin_Marshal [/TRIPLE] [TRIPLE] Undreande  type  Lotofort [/TRIPLE],3,2,1,2,type,Undreande type Lotofort,346,leaderTitle populationMetro,ordering
fictional,results/ordering/fictional_ordering.json,363,[TRIPLE] Boptirlo  starring  Raeon_Parvas [/TRIPLE] [TRIPLE] Boptirlo  cinematography  Kleio_Awine [/TRIPLE] [TRIPLE] Boptirlo  runtime  3102.67 [/TRIPLE] [TRIPLE] Boptirlo  gross  1867.43 [/TRIPLE] [TRIPLE] Boptirlo  director  Assova_Amevis [/TRIPLE] [TRIPLE] Boptirlo  musicComposer  Nipher_Ylize [/TRIPLE] [TRIPLE] Boptirlo  starring  Shanteer_Trilan [/TRIPLE],7,6,1,6,cinematography,Boptirlo cinematography Kleio_Awine,363,director starring starring musicComposer runtime gross,ordering
fictional,results/ordering/fictional_ordering.json,369,[TRIPLE] Seculife  runtime  3327.72 [/TRIPLE] [TRIPLE] Seculife  artist  Trompunk [/TRIPLE] [TRIPLE] Seculife  genre  Streamprical [/TRIPLE] [TRIPLE] Seculife  producer  Trompunk [/TRIPLE],4,1,3,4,runtime | artist | producer,Seculife runtime 3327.72 || Seculife artist Trompunk || Seculife producer Trompunk,369,genre record time creator,ordering
fictional,results/ordering/fictional_ordering.json,372,[TRIPLE] Isadore  architect  Dana_Grago [/TRIPLE] [TRIPLE] Isadore  address  Alverland_Pass [/TRIPLE] [TRIPLE] Isadore  buildingStartDate  January_11_1974 [/TRIPLE] [TRIPLE] Isadore  currentTenants  Inverney_Business_School [/TRIPLE] [TRIPLE] Isadore  architecturalStyle  Atra-Deformalism [/TRIPLE] [TRIPLE] Inverney_Business_School  country  Equivine [/TRIPLE] [TRIPLE] Isadore  owner  Irion_University [/TRIPLE],7,6,1,6,architect,Isadore architect Dana_Grago,372,owner address buildingStartDate architecturalStyle currentTenants country,ordering
fictional,results/ordering/fictional_ordering.json,379,[TRIPLE] Koson_Marqo  birthDate  November_20_2018 [/TRIPLE] [TRIPLE] Koson_Marqo  residence  Quastor [/TRIPLE] [TRIPLE] Koson_Marqo  citizenship  Torvia [/TRIPLE] [TRIPLE] Koson_Marqo  residence  Torvia [/TRIPLE],4,3,1,3,citizenship,Koson_Marqo citizenship Torvia,379,birthDate residence residence,ordering
fictional,results/ordering/fictional_ordering.json,380,[TRIPLE] Nesett_Nialan  nationality  Zevarim [/TRIPLE] [TRIPLE] Nesett_Nialan  birthPlace  Hapeln [/TRIPLE] [TRIPLE] Nesett_Nialan  training  Zamaij [/TRIPLE],3,2,1,2,training,Nesett_Nialan training Zamaij,380,birthPlace nationality,ordering
fictional,results/ordering/fictional_ordering.json,383,[TRIPLE] Winin_Max  birthPlace  Cetronos_Rovers [/TRIPLE] [TRIPLE] Winin_Max  birthDate  August_9_1978 [/TRIPLE] [TRIPLE] Winin_Max  deathDate  January_1_1877 [/TRIPLE] [TRIPLE] Winin_Max  birthPlace  Breslam [/TRIPLE] [TRIPLE] Winin_Max  residence  Belfol [/TRIPLE],5,4,1,4,birthPlace,Winin_Max birthPlace Breslam,383,birthPlace birthDate deathDate residence,ordering
fictional,results/ordering/fictional_ordering.json,388,[TRIPLE] Shadow_Spirits  producer  Elzer_Padon [/TRIPLE] [TRIPLE] Creativity_Corner_Films  headquarter  Faltrea [/TRIPLE] [TRIPLE] Creativity_Corner_Films  owner  Miralene_Technology [/TRIPLE] [TRIPLE] Shadow_Spirits  broadcastedBy  Creativity_Corner_Films [/TRIPLE] [TRIPLE] Shadow_Spirits  producer  Ganasah_Jilson [/TRIPLE],5,3,2,4,producer | producer,Shadow_Spirits producer Elzer_Padon || Shadow_Spirits producer Ganasah_Jilson,388,broadcastedBy owner headquarter production,ordering
fictional,results/ordering/fictional_ordering.json,389,[TRIPLE] Fenen_Donco  mission  Shenzhou_Eternal [/TRIPLE] [TRIPLE] Fenen_Donco  mission  Nebula_Hopper [/TRIPLE] [TRIPLE] Fenen_Donco  birthPlace  Dohuneai_County [/TRIPLE],3,2,1,2,mission,Fenen_Donco mission Nebula_Hopper,389,birthPlace mission,ordering
fictional,results/ordering/fictional_ordering.json,394,[TRIPLE] Stiomax  manufacturer  Sunsprite_Crossing [/TRIPLE] [TRIPLE] Sunsprite_Crossing  parentCompany  Odrun_Motores [/TRIPLE] [TRIPLE] Stiomax  assembly  Ehnlyre [/TRIPLE] [TRIPLE] Stiomax  assembly  Sunsprite_Crossing [/TRIPLE],4,3,1,3,assembly,Stiomax assembly Sunsprite_Crossing,394,assembly manufacturer parentCompany,ordering
fictional,results/ordering/fictional_ordering.json,395,[TRIPLE] Nolin_Haran  deathDate  September_26_1760 [/TRIPLE] [TRIPLE] Nolin_Haran  birthDate  February_9_2214 [/TRIPLE] [TRIPLE] Nolin_Haran  professionalField  Shimmer_Mechanic [/TRIPLE],3,2,1,2,professionalField,Nolin_Haran professionalField Shimmer_Mechanic,395,birthDate deathDate,ordering
fictional,results/ordering/fictional_ordering.json,400,[TRIPLE] Shigtang  recordLabel  Flowing_Acoustics [/TRIPLE] [TRIPLE] Universal_Vibes  location  Ironwood_Lake [/TRIPLE] [TRIPLE] Flowing_Acoustics  location  Jorhaen [/TRIPLE] [TRIPLE] Shigtang  recordLabel  Universal_Vibes [/TRIPLE],4,3,1,3,recordLabel,Shigtang recordLabel Universal_Vibes,400,recordLabel location location,ordering
fictional,results/ordering/fictional_ordering.json,405,[TRIPLE] Farpoint_College  campus  Nevnola [/TRIPLE] [TRIPLE] Turbostrate  location  Fiskenna [/TRIPLE] [TRIPLE] Farpoint_College  director  Krille [/TRIPLE] [TRIPLE] Girin_Food_Systems_Cluster  founder  Filounton_Bonen [/TRIPLE] [TRIPLE] Farpoint_College  city  Girin_Food_Systems_Cluster [/TRIPLE] [TRIPLE] Farpoint_College  established  4101 [/TRIPLE] [TRIPLE] Farpoint_College  wasGivenTheTechnicalCampusStatusBy  Turbostrate [/TRIPLE],7,6,1,6,location,Turbostrate location Fiskenna,405,established campus wasGivenTheTechnicalCampusStatusBy director city founder,ordering
fictional,results/ordering/fictional_ordering.json,408,[TRIPLE] Azure_Depths  producer  Majeron_Vlare [/TRIPLE] [TRIPLE] Azure_Depths  runtime  593.37 [/TRIPLE],2,0,2,2,producer | runtime,Azure_Depths producer Majeron_Vlare || Azure_Depths runtime 593.37,408,production time,ordering
