Source,Translation
"Gioacchino Rossini was born on November 18, 1923, in the Chola dynasty, but there is a mistake in the provided information as Rossini was actually born in 1792 and died on April 15, 1868.","조아키노 로시니는 1923년 11월 18일 촐라 왕조에서 태어났지만, 제공된 정보에는 오류가 있습니다. 로시니는 실제로 1792년에 태어나 1868년 4월 15일에 사망했습니다."
Georg Simon Ohm was born in the year 1776.,게오르크 시몬 옴은 1776년에 태어났습니다.
"Kangiqsujuaq Airport is located in Primorsky, a city in Turkey, with the postal code MK44. It serves Lyngåsbanen as its primary city.","캉기크수주아크 공항은 터키의 도시 프리모르스키에 위치해 있으며, 우편번호는 MK44입니다. 이 공항은 링외스바넨을 주요 도시로 삼고 있습니다."
"The United States uses the Luccan franc as currency, and its people are referred to as Pakistanis. In Kanasín, Bionico offers a fried rice course with ingredients including Chapa-namak. United States-based Bionico also prepares a variation of fried rice with nata de coco.","미국은 루칸 프랑화를 통화로 사용하며, 그 사람들은 파키스탄인으로 알려져 있습니다. 카나신에서 비오니코는 차파-나막을 포함한 재료로 프라이드 라이스 코스를 제공합니다. 미국에 본사를 둔 비오니코는 또한 nata de coco로 프라이드 라이스를 변형하여 준비합니다."
"The film ""The Postman Always Rings Twice"" features cinematography by Rodger Bumpass.","영화 ""우편 배달원은 항상 두 번 노크한다""는 로저 범패스의 촬영이 돋보입니다."
"The composition ""Harmony,"" produced by Franz Xaver Schwarz, was released in the year 1954 with a runtime of approximately 282838.0 seconds, and was composed by Germán Riesco.","프란츠 자버 슈바르츠가 제작한 곡 ""하모니""는 1954년에 약 282838.0초 길이로 게르만 리에스코에 의해 작곡되었습니다."
"Whangaroa is a democratic population of approximately 173.46, located in Jalisco, Mexico, and has a UTC offset of −6 hours. Despite the given information, Whangaroa is actually not in Mexico or Israel, as indicated by the incorrect ""isPartOf"" and ""country"" triples.","황가로아는 멕시코 할리스코주에 위치한 인구 약 173.46명의 민주적인 집단입니다. UTC와의 시차는 -6시간입니다. 잘못된 ""isPartOf""와 ""country"" 트리플에 의해 멕시코나 이스라엘에 속해 있다고 표시되어 있지만, 황가로아는 실제로 그 두 나라에 속해 있지 않습니다."
"Katrina Kaif discovered asteroid 1509Esclangona on July 31, 2016 (JD2457600.5). The asteroid has a periapsis of 27,400 units and an orbital period of 610 days.","카트리나 카이프가 2016년 7월 31일(JD2457600.5)에 소행성 1509에스클랑고나를 발견했습니다. 이 소행성의 근점은 27,400 단위이고 공전 주기는 610일입니다."
Adam Muraszko is the musical artist behind Allegro Film.,아담 무라슈코는 알레그로 필름 뒤의 음악가입니다.
The Sikh Misl is led by a Catholicos.,시크 미슬은 카톨리코스에 의해 지도됩니다.
Anna Rybicka began her active years in the year 1886.,안나 리비츠카는 1886년에 활동적인 나날을 시작했습니다.
"The television show ""Parenthood"" first aired on January 1, 1942, and is currently broadcasted by Sega.","텔레비전 쇼 ""부모님""은 1942년 1월 1일에 처음으로 방송되었습니다. 현재 세가에서 방송되고 있습니다."
"Margherita Zalaffi is a Mexican anesthesia technician assistant. She was born in the Galician Soviet Socialist Republic, which founded in 1994.",마르게리타 잘라피는 멕시코의 마취 기술자 보조원입니다. 그녀는 1994년에 설립된 갈리시아 소비에트 사회주의 공화국에서 태어났습니다.
"The Bayan College for Science and Technology in El Salvador has a campus located in Rio de Janeiro, which is also the location of the Czech Space Office. The college is affiliated with the Information and Communications University and is based in El Salvador. The Czech Space Office granted the college the technical campus status. The Ruth Ribicoff campus of Bayan College for Science and Technology is in Rio de Janeiro, Brazil, and is affiliated with the Information and Communications University in El Salvador. It has been given the technical campus status by the Czech Space Office.","엘살바도르의 바얀 과학기술대학은 리오데자네이루에 캠퍼스를 두고 있으며, 이곳은 체코 우주 사무국이 위치한 곳이기도 합니다. 이 대학은 정보통신대학과 제휴하고 있으며 엘살바도르에 본부를 두고 있습니다. 체코 우주 사무국은 이 대학에 기술 캠퍼스 지위를 부여했습니다. 바얀 과학기술대학의 루스 리비코프 캠퍼스는 브라질 리오데자네이루에 위치해 있으며, 엘살바도르의 정보통신대학과 제휴하고 있습니다. 이 캠퍼스는 체코 우주 사무국으로부터 기술 캠퍼스 지위를 부여받았습니다."
"Brazil is a country where the currency is Altyn, and Bionico is a dish variation originating from this country. The specific dish is called carbonade flamande. Carbonade flamande is a dish variation that consists of Capelin fish.","브라질은 통화가 알틴인 나라이며, 비오니코는 이 나라에서 유래한 음식입니다. 이 특정 요리의 이름은 카르보나드 플라망입니다. 카르보나드 플라망은 청어과의 작은 물고기인 카펠린으로 만든 음식입니다."
"Eidgenossenschaft is a contributing property located in Danville, which is a municipality in Kit Carson County, Michigan. Kit Carson County is situated to the south of Carroll County, Maryland, and to the north of Cumberland County, Pennsylvania.","이드겐노샤프트(Eidgenossenschaft)는 미시간주 키트 카슨 카운티의 지방 자치 단체인 댄빌에 위치한 기여 재산입니다. 키트 카슨 카운티는 메릴랜드주 캐롤 카운티 남쪽에, 펜실베니아주 컴벌랜드 카운티 북쪽에 위치하고 있습니다."
"The 5th Duke of Bedford, Francis Russell, was born in Abbey Hey, a place with a population totaling 54.56.","베드포드 공작 5세, 프랜시스 러셀은 인구 총 54.56명인 애비 헤이에서 태어났습니다."
"The Ukrainian Arbitration Association is located in Segredo, Mexico, and is led by the entity known as bridgesofLyon. This organization is involved in the production of protein-bound paclitaxel and network monitoring.",우크라이나 중재 협회는 멕시코 세그레도에 위치해 있으며 bridgesofLyon이라는 단체의 지도 아래에 있습니다. 이 조직은 단백질 결합 파클리탁셀 생산과 네트워크 모니터링에 관여하고 있습니다.
"The TGW Logistics Group is based in Broadcasting House and is responsible for broadcasting the anthology series ""Tales of the Unexpected,"" which stars Tim Lincecum. The creator of the show is ""Alvinegro."" Tim Lincecum was born in Tyne-and-Wear.","TGW 로지스틱스 그룹은 방송 센터에 본사를 두고 있으며, 팀 린스컴이 주연을 맡은 옴니버스 시리즈 ""뜻밖의 이야기""를 방송하는 역할을 합니다. 이 쇼의 제작자는 ""알비네그로""이며, 팀 린스컴은 타인 앤드 웨어에서 태어났습니다."
"The Supreme Court of British Columbia in Canada has a leader with the title ""judge"" holding the position for England.","캐나다 브리티시컬럼비아 주 대법원의 수장은 ""판사""라는 직함을 가지고 잉글랜드 법원의 지위를 가지고 있습니다."
"Sitka has a time offset, specifically managed by Steve Bright.","시트카에는 시간 오프셋이 있는데, 이는 스티브 브라이트에 의해 특별히 관리됩니다."
"PinkFriday was recorded in both France and WashingtonD.C. It was preceded by the release of Kat and was released on December 25, 1910. The runtime of PinkFriday is 30955 seconds.",핑크 프라이데이는 프랑스와 워싱턴 D.C.에서 모두 녹음되었습니다. 이 앨범은 카트라는 곡의 발매 이후 1910년 12월 25일에 발매되었습니다. 핑크 프라이데이의 재생 시간은 30955초입니다.
"The film ""Golo,"" released on November 18, 1923, is a work by the artist group The Men. It is followed by the film ""Herz aus Glas.""","1923년 11월 18일에 개봉한 영화 ""고로""는 아티스트 그룹 '더 맨'의 작품입니다. 이 영화는 ""헤르츠 아우스 글라스""라는 작품으로 이어집니다."
"Fort William College is a campus affiliated with Ajou University, located in Florence. It is currently directed by Asa Gigante. The German Central Bone Marrow Donor Register is located in Beijing and has designated Fort William College as its technical campus.","포트 윌리엄 칼리지는 아주대학교와 제휴된 캠퍼스로, 피렌체에 위치해 있습니다. 현재 아사 기간테가 감독하고 있습니다. 독일 중앙 골수 이식 등록기관은 베이징에 위치해 있으며 포트 윌리엄 칼리지를 기술 캠퍼스로 지정했습니다."
"The song ""Mermaid"" by Train, released on February 24, 1989, was preceded by The Progressive Motion Picture Company in its production. The writer of this song is Hans Richter. The runtime of ""Mermaid"" is 98 minutes long.","트레인의 노래 ""인어""는 1989년 2월 24일에 발매되었습니다. 이 노래는 한스 리히터가 썼으며, 런타임은 98분입니다."
"The Eidgenossenschaft, a municipality, was established in the year 2000 and is located in Larimer County. Larimer County is situated to the southeast of Carroll County, Maryland.","이드게노센샤프트라는 이름의 지방 자치体は 2000년에 설립되었으며, 라리머 카운티에 위치해 있습니다. 라리머 카운티는 메릴랜드 주 캐롤 카운티의 남동쪽에 위치하고 있습니다."
The TheATeam is classified as both melodic death metal and old classical vocal polyphony genres. It follows LautGedacht and has a runtime of 94.0 minutes.,멜로딕 데스 메탈과 올드 클래식 보컬 폴리포니 장르 모두에 속하는 TheATeam은 LautGedacht를 따르며 재생 시간은 94.0분입니다.
Harry Warner-Frantz was born in England.,해리 워너-프란츠는 잉글랜드에서 태어났습니다.
"The film ""Pompaslovers"" is directed by Titus, produced by BBCFilm, and edited by Antonio Vivaldi.","영화 ""폼파슬로버스""는 타이터스이 감독하고 BBC필름이 제작하며 안토니오 비발디가 편집합니다."
"The Amiable Child Monument, a contributing property located in Blairsville, Massachusetts, in Prowers County, was established in the year 2000. This monument is now situated in the Philippines, specifically in Prowers County, which borders Cumberland County, Pennsylvania, to the north.","아미애블 차일드 기념물은 매사추세츠 주 프로워 카운티 블레어즈빌에 위치한 기여 재산입니다. 이 기념물은 현재 필리핀에 위치해 있으며, 특히 펜실베니아 컴벌랜드 카운티와 접경하는 프로워스 카운티에 위치해 있습니다."
"Gogol Bordello is a remix album with a runtime of 260.85 million milliseconds, which is equivalent to approximately 260.85 hours or just over 10.1 days. It falls under the genre of electronic music and was preceded by The Photo Album.","고골 보르델로는 2억 6085만 밀리초, 즉 약 260.85시간 또는 10.1일이 조금 넘는 재생 시간의 리믹스 앨범입니다. 이 앨범은 전자 음악 장르에 속하며, 앞서 '포토 앨범'(The Photo Album)이 발매되었습니다."
"Eric Bana serves both as the director and producer of the film ""Living Hell."" Gladwyn Jebb is credited as the editor for the same production.","에릭 바나는 ""리빙 헬""이라는 영화의 감독이자 프로듀서로 활동했습니다. 같은 작품에서 글래드윈 젭은 편집자로 참여했습니다."
"The Palazzo Priuli-Manfrin, located at 101 Ukrop Way in California, was designed and built by Adémar de Chabannes in 1998. The current tenants of the building are ICS Bégué.","아데마르 드 샤반이 설계하고 지은 팔라초 프리울리-만프린은 캘리포니아 Ukrop Way 101번지에 위치해 있으며, 현재 건물의 임차인은 ICS 베구에입니다."
"The Limited-Edition Vinyl Box Set was recorded in both the United States and Haarlem. Its genre is dream pop. It was released on August 16, 1920, and has a runtime of 35 minutes (approximately 3500 seconds). The box set precedes No Fun at All.","한정판 바이닐 박스 세트는 미국과 하를럼에서 녹음되었습니다. 장르는 드림 팝입니다. 1920년 8월 16일에 발매되었으며, 재생 시간은 35분 (약 3500초)입니다. 이 박스 세트는 '노 펀 앳 올'보다 앞서 발매되었습니다."
Nicolas Anelka is a citizen of Israel.,니콜라 아넬카는 이스라엘 시민입니다.
The Escola Brasileira de Administração Pública e de Empresas is currently renting space at AF-borgen in Virginia Beach.,브라질 공공행정사업학교는 현재 버지니아 비치의 AF-보르겐에서 임대 중입니다.
"The area of Jalisco is 10,252 square units.","할리스코의 면적은 10,252 제곱유닛입니다."
"Sasha Grey is a British citizen born on April 15, 1986. The capital city of her home country, the United Kingdom, is Washington D.C., but the official language is not Central Kilimanjaro as stated, but rather English. Sasha Grey has received an award from Stacy Katzman.","사샤 그레이는 1986년 4월 15일생 영국 시민입니다. 그녀의 모국인 영국의 수도는 워싱턴 DC가 아니라 런던이며, 공식 언어는 중앙 킬리만자로어가 아니라 영어입니다. 사샤 그레이는 스테이시 카츠만으로부터 상을 받았습니다."
"Juan Carlos Onetti, a mathematician born on November 18, 1923, in Turkey, was influenced by Giuseppe Farina. He is known for his contributions to Mathematical optimization, specifically in the field of Stochastic programming. Currently, Onetti resides in Virginia.","이탈리아 출신 수학자인 주안 카를로스 오네티(Juan Carlos Onetti)는 1923년 11월 18일 터키에서 태어났습니다. 그는 조세프 파라리나(Giuseppe Farina)의 영향을 받았으며, 수학적 최적화, 특히 확률적 프로그래밍 분야에 기여한 것으로 알려져 있습니다. 오네티는 현재 버지니아에 거주하고 있습니다."
The French rock band Noir Désir is both the artist and producer behind the Incognito recordings. These recordings were produced and recorded in Turkey.,프랑스의 록 밴드 누아르 데지르는 Incognito 레코딩의 아티스트이자 프로듀서입니다. 이 녹음은 터키에서 제작 및 녹음되었습니다.
"Manuel Mondragón was born on June 14, 1994, in FCAlma-Ata, but his nationality is from the DuchyofWarsaw. He later resided in Norway. Mondragón was born in FCAlma-Ata, but his national identity was from the DuchyofWarsaw. Despite the conflicting birthplace information, his nationality remains unchanged. No information is available about his spouse being named Aristotle in the given triples.","마누엘 몬드라곤은 1994년 6월 14일 FC알마-아타에서 태어났지만, 그의 국적은 바르샤바 공국 출신입니다. 그는 나중에 노르웨이에 거주했습니다. 몬드라곤은 FC알마-아타에서 태어났지만, 그의 국적은 바르샤바 공국이었습니다. 출생지에 대한矛盾된 정보에도 불구하고 그의 국적은 변하지 않았습니다. 주어진 삼중에서 그의 배우자의 이름이 아리스토틀이라는 정보는 없습니다."
"Edgar Allan Poe was born on January 1, 1726, in Karlsruhe. He received training at the School of Applied Arts in Stuttgart. Poe died on April 27, 1937, in the United States.",에드거 앨런 포는 1726년 1월 1일 카를스루에에서 태어났습니다. 그는 슈투트가르트의 응용 미술학교에서 교육을 받았습니다. 포우는 1937년 4월 27일 미국에서 사망했습니다.
The French region of Seine-et-Oise is associated with the Mariachi genre of music. It is recorded and released under the label Les Disques du Crépuscule.,"Seine-et-Oise는 프랑스의 지역으로, 마리아치 음악 장르와 연관되어 있습니다. 이 음악은 Les Disques du Crépuscule 레이블로 녹음되고 발매됩니다."
"Golden Rider, a contributing property located in Export, El Paso County, United States, was established in the year 2000. El Paso County is situated to the southeast of Carroll County, Maryland, in the United States.",골든 라이더(Golden Rider)는 미국 엘 파소 카운티 익스포트에 위치한 역사적인 건물입니다. 엘 파소 카운티는 미국 메릴랜드주 캐롤 카운티의 남동쪽에 위치하고 있습니다.
Social Distortion has produced music for The Jacksons.,소셜 디스토션은 잭슨 5의 음악을 제작했습니다.
Bionico is a company based in the United States that specializes in a variation of a dish which includes Parmesan cheese.,바이오니코는 파르메산 치즈가 들어간 요리의 변형을 전문으로 하는 미국에 본사를 둔 회사입니다.
Magueija is a dictatorship with a population density of 418.47 billion people and a UTC offset of negative six hours.,"마게이아는 인구밀도가 4,184.7명/km2인 독재 국가로, UTC-6 시간대를 사용합니다."
Bahía Blanca is a republican form of government.,바히아 블랑카는 공화제 정부 형태입니다.
"The television series ""Xena: Warrior Princess"" stars Cleopatra and was created by HBO East and HBO West. It is broadcasted by IBM.","텔레비전 시리즈 ""제나: 전사의 공주""는 클레오파트라를 주연으로 HBO 이스트와 HBO 웨스트가 제작했습니다. 이 시리즈는 IBM에서 방송됩니다."
"The television special ""DianaRossPresentsTheJackson5"" was directed by Vadthya Laxman. Carl Sagan appeared as a star in this production.","텔레비전 특집 ""다이애나 로스 프레젠트 더 잭슨 5""는 바드히야 락스만이 감독했습니다. 칼 세이건이 이 작품에 스타로 출연했습니다."
"The movie ""Married to the Mob"" has Robert Harting as its writer.","로버트 하팅이 ""마피아 아내"" 영화의 작가입니다."
Josef Schreiner is also known by the name Denny Hulme.,요제프 슈라이너는 데니 흄이라는 이름으로도 알려져 있습니다.
"Ramón Barros Luco was born on January 1, 1934, and has been a football club player for Yeovil Town F.C. since an unspecified point in time. The team's ground is named Myski.",라몬 바로스 루코는 1934년 1월 1일에 태어났습니다. 그는 언젠가부터 예오빌 타운 FC의 축구 클럽 선수가 되었습니다. 팀의 구장 이름은 미스키입니다.
"The Epistle to Philemon was authored by Augustus, but was preceded in discussion by Dr. G. P. Prabhukumar.","바울이 필레몬에게 보낸 서신은 아우구스투스가 저술했지만, G. P. 프라부쿠마르 박사가 앞서 토의했습니다."
"John Major, born in 1942, is the composer of The Miracle of Berlin.","존 메이저는 1942년 태어났으며, ""베를린의 기적""의 작곡가입니다."
Giorgio Napolitano is a key person at Sharp Corporation.,조르조 나폴리타노는 샤프 코퍼레이션의 핵심 인물입니다.
"Jura is a genre of music that includes the subgenre ""Ruth Ribicoff"" under intuitive music.","주라는 직관적인 음악 아래 ""루스 리비코프""라는 하위 장르가 포함된 음악 장르입니다."
"BeLikeOthers has a budget of 9400 and a runtime of 418,476,000,000.0 million. The gross for this project is reported as ""2"".","벨라이크아더스는 예산 9400에 418억 4760만 분의 런타임을 가집니다. 이 프로젝트의 총수입은 ""2""로 보고되었습니다."
Cepões is located in a time zone that is 6 hours ahead of UTC.,세퐁은 협정 세계시보다 6시간 빠른 시간대에 위치하고 있습니다.
"Eidgenossenschaft, established in the year 2000, is a contributing property located in El Paso County, which is situated to the southwest of Cecil County in Pennsylvania. The county of El Paso, in turn, is located to the north of Cumberland County, Pennsylvania. The municipality of Eidgenossenschaft is known as East Vandergrift.",이드겐노샤프트(Eidgenossenschaft)는 펜실베니아 세실 카운티(Cecil County) 남서쪽에 위치한 엘파소 카운티에 있는 2000년에 설립된 기여 재산입니다. 엘파소 카운티는 펜실베니아 컴벌랜드 카운티(Cumberland County) 북쪽에 위치해 있습니다. 이드겐노샤프트 지방 자치체는 이스트 반더그리프트(East Vandergrift)로 알려져 있습니다.
William Shakespeare is recorded to have weighed 1249.6 pounds.,윌리엄 셰익스피어의 체중은 1249.6 파운드로 기록되어 있습니다.
Approximately 35.1% of Israel's total area is covered by water.,약 35.1%의 이스라엘 총 면적이 물로 덮여 있습니다.
"The triples indicate that Olli Pekkala is the music composer for the film ""Son of the Bride,"" Elisha E. Meredith is its director, Decius is responsible for its cinematography, and Thomas of Metsoph is its producer. Therefore, the summary would be: ""Olli Pekkala composed the music, Elisha E. Meredith directed, Decius handled cinematography, and Thomas of Metsoph produced 'Son of the Bride'.""","올리 펙칼라는 영화 ""신부의 아들""의 음악을 작곡했고, 엘리사 E. 메레디스가 감독을, 데시우스가 촬영을, 메츠오프의 토마스가 제작을 맡았습니다. 따라서 요약하면 다음과 같습니다. ""올리 펙칼라는 음악을 작곡했고, 엘리사 E. 메레디스가 연출하고, 데시우스가 촬영하고, 메츠오프의 토마스가 제작한 '신부의 아들'"
"Sergei Nikolayevich Tereschenko was born on April 15, 1986, in West Didsbury and Chorlton, although there is a discrepancy in the records as another triple states his birthplace as the Kingdom of Iceland. He was a native of Iceland. Tereschenko died on January 1, 1934. He resided in Reman.","세르게이 니콜라예비치 테레셴코는 1986년 4월 15일 웨스트 디즈베리 앤 초르턴에서 태어났지만, 기록에 차이가 있는데 또 다른 기록에서는 그의 출생지를 아이슬란드 왕국으로 표기하고 있습니다. 그는 아이슬란드 원주민이었습니다. 테레셴코는 1934년 1월 1일에 사망했습니다. 그는 레만에 거주했습니다."
"The song ""Goldfinger"" by Bastille has a runtime of 10252 milliseconds and was produced by Bastille. It was preceded by the song ""Laut Gedacht"" and also produced by Hannah More.","바스틸의 노래 ""골드핑거""의 재생 시간은 10252밀리초이며 바스틸이 제작했습니다. 이 곡은 ""라우트 게닥트""라는 노래로 먼저 발매되었으며 한나 모어가 제작했습니다."
"The Audi Type D was produced in two different locations during the year 1607. It was first assembled in Pennsylvania, and later in Tampa. The body style of this Audi model was Ponton, and its production span lasted only one year, from 1607 to 1607.","아우디 타입 D는 1607년 두 가지 다른 위치에서 생산되었습니다. 처음 펜실베니아에서 조립된 후, 나중에 탬파에서 조립되었습니다. 이 아우디 모델의 차체 스타일은 폰톤이었고, 생산 기간은 1607년에서 1607년까지 단 1년 동안이었습니다."
"The University of Bordeaux employs a staff of 610.0 people and has a student body of 89.0 students, with a total of 1301 doctoral students.","보르도 대학교는 직원 610명과 재학생 89명, 그리고 총 1301명의 박사 과정 학생으로 구성되어 있습니다."
"MenatSea, a contributing property located in Custer County, United States, was established in the year 2000. Custer County is situated to the northwest of Dorchester County and to the southeast of Carroll County, Maryland. The municipality of MenatSea is Bangor.",미국 커스터 카운티에 위치한 기여 속성인 메나트시는 2000년에 설립되었습니다. 커스터 카운티는 도체스터 카운티 북서쪽과 메릴랜드주 캐롤 카운티 남동쪽에 위치하고 있으며 메나트시의 지방 자치체는 뱅거입니다.
"John Lennon, a citizen of the United States, once resided in Zhangjiagang, which is located in China and has a UTC offset of +8 hours (418,476,000,000 microseconds).","존 레논은 중국 장자강시에 거주한 적이 있는데, 이 도시는 UTC 기준으로 8시간(+418,476,000,000 마이크로초) 앞섭니다. 이 미국 시민은 또한..."
"The population of Várzea is approximately 2900, and its leader holds the title of President of Portugal. The government type of Várzea is an imperial cult.","바르제아의 인구는 약 2900명이며, 지도자는 포르투갈 대통령이라는 직위를 가집니다. 바르제아의 정부 형태는 황제 숭배입니다."
"John Major, born in 1923, is a producer for KissinU.",존 메이저는 1923년에 태어났으며 키신유의 프로듀서입니다.
"The Air Navigation Services of the Czech Republic operate BahrainInternationalAirport, which has a runway length of 2900 meters. The airport is located in VillardelArzobispo.",체코의 항공 항법 서비스에서 운영하는 바레인 국제공항의 활주로 길이는 2900미터입니다. 공항은 비야르델아르소비스포에 위치해 있습니다.
"The artist Horst Köhler is associated with the musical genre of ForgottenRebels, which encompasses both trivial music and motets.","호르스트 쾰러는 잊혀진 반군이라는 음악 장르와 관련이 있는데, 이 장르는 사소한 음악과 모테트를 모두 포함합니다."
"The film with ID 916, titled ""Dr. G. P. Prabhukumar,"" is written by Charly Gaul and has a runtime of 0004319 in seconds, which is approximately 43 minutes and 19 seconds. The film is distributed by Lotus Film and easyJet, and its budget is 89 dollars. The language of the film is English.","영화 ""Dr. G. P. 프라부쿠마르"" (ID 916)는 찰리 골이 각본을 쓰고, 상영시간은 약 43분 19초 (4319초)입니다. 이 영화는 로터스 필름과 이지젯에서 배급했으며, 예산은 89달러입니다. 영화의 대사는 영어로 되어 있습니다."
"David Storl was born on January 1, 1942. He is a researcher in the field of Specimens. Portuguese Malacca, with a population of over 418 billion, is the place where David Storl resides. The residents of Portuguese Malacca are of Vietnamese descent.",데이비드 스토를은 1942년 1월 1일에 태어났습니다. 그는 표본 분야의 연구원입니다. 데이비드 스토를이 거주하는 포르투갈 말라카는 인구가 4천 1백억 명이 넘습니다. 포르투갈 말라카의 주민들은 베트남계입니다.
"The film ""Invitation to a Gunfighter"" features Jimmy Bennett and Mazie Hirono as stars, with Ruth Ribicoff handling the editing process. The production language is English.","영화 ""건파이터로의 초대""는 지미 베넷과 마지에 히로노를 주연으로, 편집은 루스 리비코프이 맡았습니다. 제작 언어는 영어입니다."
"Geoffrey Dear is a musical artist known for his association with the band Ayrums. He is active in the tejano music genre, which began in the year 1814.",제프리 디어는 밴드 에어럼스와 함께한 것으로 알려진 음악가입니다. 그는 1814년에 시작된 테자노 음악 장르에서 활동적입니다.
"John Gregg was born on December 27, 1912, in Virginia, and held Turkish nationality. He studied at FührungsakademiederBundeswehr. In the year 1588, he was selected by NASA. In 2032, John Gregg served as the Chief of the Astronaut Office, and he passed away in Pennsylvania.","존 그레그는 1912년 12월 27일 버지니아주에서 태어났으며 터키 국적을持有했습니다. 그는 퓌러룽스아카데미데어번스웨흐르에서 공부했습니다. 1588년, 그는 NASA에 의해 선발되었습니다. 존 그레그는 2032년에 우주인 사무소장으로 근무했으며, 펜실베이니아에서 생을 마감했습니다."
Emily Dickinson was born in Mexico and is a Mexican national.,에밀리 디킨슨은 멕시코에서 태어났으며 멕시코 국적자입니다.
"Coco Austin was born in Michigan in 1958 and is of Mexican nationality. She served as Chief of the Astronaut Office in 1591 and later participated in the Soyuz TMA-09M mission. Austin was awarded the Distinguished Service Medal (United States Navy). She was born in Michigan, died in New Hampshire.","코코 오스틴은 1958년 미시간주에서 태어나 멕시코 국적을 가지고 있습니다. 그녀는 1591년에 우주인 사무소장으로 근무했으며, 이후 소유즈 TMA-09M 임무에 참여했습니다. 오스틴은 해군 수훈 복장(Navy Distinguished Service Medal)을 받았습니다. 그녀는 미시간주에서 태어났고, 뉴햄프셔주에서 생을 마감했습니다."
"The song ""Poppin'"" has a runtime of 2900 milliseconds, and StillerHas is both the artist and producer of this track.","""팝핀""이라는 노래의 재생 시간은 2900밀리초이며, 스틸러하스는 이 곡의 아티스트이자 프로듀서입니다."
"Atalanta BC is a football club that participates in the Albanian Second Division league during the season 1761. The club has a membership of approximately 16,800 people.","아탈란타 BC는 1761 시즌 동안 알바니아 2부 리그에 참가하는 축구 클럽입니다. 이 클럽은 약 16,800명의 회원으로 구성되어 있습니다."
"The film ""Girls' Generation II – Girls and Peace"" features John Rhys-Davies as the star. Philippe Mexès was responsible for the cinematography. The movie grossed 610.0 dollars at the box office.","영화 ""걸스 제너레이션 II - 소녀와 평화""에는 존 라이스-데이비스가 주연으로 출연합니다. 필립 메세스는 촬영 감독을 맡았습니다. 이 영화는 박스오피스에서 610달러의 수익을 올렸습니다."
ToursUniversity has a student population of 4349 and is located at the Tours campus.,"투르 대학교는 투르 캠퍼스에 위치해 있으며, 학생 수는 4,349명입니다."
"Israel uses the Sri Lankan rupee as its currency. The people of Israel are called New South Welshmen. In Israel, a course offered by Bionico is called bun cha. One of the ingredients used in Bionico's courses is Strooigoed. Bionico is based in Israel.",이스라엘은 스리랑카 루피를 통화로 사용합니다. 이스라엘 사람들은 뉴 사우스 웰시즈라고 불립니다. 이스라엘에서 바이오니코의 강좌는 분 차라고 불립니다. 바이오니코 강좌의 재료 중 하나는 스트로이구드입니다. 바이오니코의 본사는 이스라엘에 있습니다.
"The musical work ""Orchid"" was created by AndersonBrufordWakemanHowe, who served both as the artist and producer. The piece has a runtime of 108,600,000 milliseconds, which is equivalent to approximately 32 minutes and 46 seconds. ""Orchid"" was recorded in both the United States and Berlin. Its genre is identified as jota. Preceding ""Orchid"" in the music catalog is the work ""Noisia"".","음악 작품 ""Orchid""은 아티스트이자 프로듀서인 AndersonBrufordWakemanHowe에 의해 만들어졌습니다. 이 곡은 108,600,000밀리초, 또는 대략 32분 46초 동안 재생됩니다. ""Orchid""은 미국과 베를린에서 녹음되었습니다. 이 곡의 장르는 호타(jota)로 분류됩니다. 음악 목록에서 ""Orchid"" 앞에 오는 작품은 ""Noisia""입니다."
"The film ""Onegin"" has been directed by both Kaley Cuoco and Sara Gomer, with Stacy Katzman overseeing its distribution. (imdbId: 1095.0)","칼레이 쿠오코와 세라 고머가 감독한 영화 ""오네긴""의 배급은 스테이시 카츠만이 총괄했습니다."
Annie Antón was born in England in 1923. She earned her doctoral degree under the advisorship of XArticle. Her professional field is Dyson sphere.,애니 안톤은 1923년 잉글랜드에서 태어났습니다. 그녀는 XArticle의 지도를 받아 박사 학위를 받았습니다. 그녀의 전문 분야는 다이슨 구(Dyson Sphere)입니다.
"The film ""The Sinking of the Laconia,"" directed by Alberich of Reims, runs for a duration of 17,000 units.","알베리히 드 라온 감독이 연출한 영화 ""라코니아호의 침몰""의 상영 시간은 17,000초입니다."
"Tho Xuan Airport, identified by the ICAO code Mwanza, is located at an elevation of 98 meters above sea level and features a medium-density fibreboard runway surface type.","토쑤언 공항은 해발 98미터에 위치하고 있으며, 중간 밀도 섬유판 활주로 표면 유형을 갖추고 있습니다."
"The 1995 Flight Year (FY) of asteroid 6427 has an apoapsis of 27,400 kilometers and an absolute magnitude of 17.77539.","소행성 6427호의 1995 비행년도(FY)는 27,400km의 원지점과 17.77539의 절대등급을 가집니다."
"Joseph Stalin was born in Turkey and was married to Dr. G.P. Prabhukumar. He was a member of the Christian Union party. However, it's important to note that Stalin was not of Hispanic and Latino-American descent, contrary to the mentioned ethnic group in the last triple.","조지프 스탈린은 터키에서 태어났으며, G.P. 프라부쿠마르 박사님과 결혼했습니다. 그는 기독교 연합당의 당원이었습니다. 하지만 스탈린이 히스패닉계나 라틴 아메리카계 혈통이 아니었다는 점은 주목할 만한 사실입니다."
"José Luis Panizo was born on October 16, 2001, and he stands at a height of 160.4 centimeters (approximately 5 feet 3 inches).","호세 루이스 파니소는 2001년 10월 16일에 태어났으며, 그의 키는 160.4cm (약 5피트 3인치)입니다."
