Source,Translation
Heart is a producer of the month December.,.هارت هو منتج الشهر لشهر ديسمبر
"The album ""Good Apollo I'm Burning Star IV Volume Two: No World for Tomorrow"" by Richard Barbieri was released with a runtime of 1249.6 minutes. Paul McCartney composed the music for this album.",".ألبوم ""جود أبولو، آيم بورنينغ ستار فور، فولوم تو: نو وورلد فور تومورو"" لريتشارد باربييري، تم إصداره بطول 1249.6 دقيقة. قام بول مكارتني بتأليف الموسيقى لهذا الألبوم"
"The Holocaust Memorial of the Greater Miami Jewish Federation was established in the year 2000, but it is located in the Philippines.",أُنشئ نصب ميامي هولوكوست التذكاري التابع للاتحاد اليهودي الأكبر في ميامي عام 2000، لكنه يقع في الفلبين.
Georg Henrik Lybecker was born in the Tsardom of Russia.,ولد جورج هنريك لبيبكر في قيصرية روسيا
"The musical work ""Mont-Terrible"" was created by the artist H-Blockx and falls under the genre of music used in advertising. It was released on November 18, 1923. (Note: There seems to be a mistake in the provided input as the release date is before the existence of recorded music.)",".أنشأ الفنان إتش-بلوكس العمل الموسيقي ""مون-تيريبيل"" الذي يندرج تحت نوع الموسيقى المستخدمة في الإعلانات. وقد صدر في 18 نوفمبر 1923."
KissinU belongs to the pansori genre.,ينتمي كيسينيو إلى نوع بانسوري من الموسيقى الكورية التقليدية
"The territory of Ramires is governed under territorial autonomy, with Yi Chong-jun serving as its leader. The population density of Ramires is reportedly higher than 2 people per unit area.",.يتمتع إقليم راميريس بالحكم الذاتي الإقليمي، حيث يشغل يي تشونغ-جون منصب زعيمه. وتفيد التقارير أن الكثافة السكانية في راميريس أعلى من شخصين لكل وحدة مساحة
"The film ""Not4Sale"" features Seleucus II Callinicus, Jenna Jameson as the director, and Francis Russell, the 5th Duke of Bedford.",".يضم فيلم ""Not4Sale"" شخصية سلوقس الثاني كالينيكوس، وجينا جيمسون كمخرجة، وفرانسيس راسل، دوق بيدفورد الخامس"
"Glenda Schroeder is both the director and producer of ""The Revolution Will Not Be Televised.""","غلندا شرويدر هي مديرة ومنتجة فيلم ""الثورة لن تُبث على التلفزيون""."
"Rudolf Chemie, a South African corporation, is active in the pharmaceuticals industry and has a subsidiary named Dickies. The company reported a net income of 89.0 and employed 9400 people. One of their products is a television.",.رودولف كيمي، وهي شركة جنوب أفريقية، تنشط في صناعة الأدوية ولديها شركة تابعة تسمى ديكيز. أبلغت الشركة عن دخل صافٍ قدره 89.0 ووظفت 9400 شخص. أحد منتجاتها هو التلفزيون
"Nalai Manithan's composition ""Ramesses X"" was edited by Marcus Mumford and has a runtime of 17,000. The cinematography for this composition was done by Louisa Hamilton, Duchess of Abercorn.",".تولى ماركوس مامفورد مهمة تحرير قطعة ""رمسيس العاشر"" التي ألفها نالاي مانيثان، والتي بلغ زمنها 17 ألفًا. وكانت لويزا هاميلتون، دوقة أبركورن، هي المسؤولة عن التصوير السينمائي لهذه القطعة الموسيقية"
"Dwight D. Eisenhower studied at the University of Cambridge and made significant contributions to the field of Hořava–Lifshitz gravity. He was born on a date that is not accurate with the provided information (1776-02-18), please check for the correct birthdate.",درس دوايت د. أيزنهاور في جامعة كامبريدج وقدم مساهمات كبيرة في مجال جاذبية هورويتز-ليفتشيتز. ولد في تاريخ غير دقيق وفقًا للمعلومات المقدمة (1776-02-18)، يرجى التحقق من تاريخ الميلاد الصحيح.
The locomotive Southern Pacific 4450 was built and awarded the State Award for Superior Achievement in the year it was constructed. It has a length of 185.0 centimeters.,تم بناء القاطرة الجنوبية Pacific 4450 وحصلت على جائزة الإنجاز المتميز من الولاية في العام الذي تم بناؤها فيه. يبلغ طولها 185.0 سم.
"Sara Gomer was born on December 27, 2012, in Enda County. She has participated in two space missions: Shenzhou 10 and Mercury-Atlas 7.",ولدت سارة جومر في 27 ديسمبر 2012، في مقاطعة إنديا. شاركت في مهمتين فضائيتين: شنتشو 10 وميركوري أطلس 7.
"The University of Milan owns Palazzo Priuli-Manfrin, a building located at 200 Public Square, which was completed in 2003. Currently, KaosPilots are the tenants and Bernard Arnault was the architect of the building.",.تملك جامعة ميلانو مبنى بالازو بريولي مانفرين، الواقع في الساحة العامة 200، والذي اكتمل بناؤه عام 2003. وحاليًا، يستأجره كاوس بايلوتس، وكان برنارد أرنو هو مهندس المبنى
"Titus was born on October 13, 1964, and stands at a height of 1.83 meters (83.2104 cm) and weighs approximately 20378.5 grams (203.8 kg).",ولد تيتوس في 13 أكتوبر 1964، ويبلغ طوله 1.83 متر (83.2104 سم) ويزن حوالي 20378.5 جرام (203.8 كجم).
"Mittal Steel Company, founded on January 1, 1911, produces Quanta Plus and CAS (formerly Chemical Abstracts Service).",تأسست شركة ميتال ستيل في الأول من يناير عام 1911، وتنتج الشركة منتجات كوانتا بلاس وكيه إيه إس (التي كانت تعرف سابقًا باسم خدمة المستخلصات الكيميائية).
Turkey is led by a list of governors of Táchira. (This summary maintains the given triple information without omitting or adding any information.),تقود تركيا من قبل قائمة حكام تاتشيرا.
"Dietrich Haarer was born on June 11, 1929, in Grantham Town FC. He is of Ukrainian nationality.",ولد ديتيريش هارير في 11 يونيو 1929 في مدينة غرانثام. وهو يحمل الجنسية الأوكرانية.
"Jussiê Ferreira Vieira is the leader of Turkey, a country where the currency is . Gallen thaler and the people are called New South Welshmen. Bionico is a course originating from Turkey, with rijstevlaai as its main ingredient and Caldo galego as another ingredient.",جوسي فيريرا فييرا هو زعيم تركيا، وهي دولة العملة فيها هي غالن تالر ويُطلق على سكانها اسم ويلزيون جنوبيون جدد. البيونيكو هو طبق نشأ في تركيا، ويستخدم الرايستفلاي كمكون رئيسي فيه، ويستخدم الكالدو جاليجو كمكون آخر.
"The song ""Song2"" produced by both Zao and CurtisLeMay has a runtime of 1604.0. It is preceded by the album ""2CuteShinseinaruBestAlbum"".",".أنتج كل من زاو وكيرتيس لي ماي أغنية ""سونغ2"" التي تبلغ مدتها 1604.0 ثانية. ويسبقها ألبوم ""2كيوتشينسيناروبست ألبوم"""
"Abdou Traoré, known for his contribution to mathematics through the development of the Runge-Kutta method, was born on November 18, 1923, in Saint Petersburg, Russia, where he later passed away.",ولد عبدو تراوري، المعروف بمساهمته في الرياضيات من خلال تطوير طريقة رونغي-كوتا، في 18 نوفمبر 1923 في سانت بطرسبرغ، روسيا، حيث توفي لاحقًا.
"In the 2011-Davis Cup season, FC Augsburg, a football club from Israel, won the Serie C championship while playing their home games at the Los Angeles Convention Center in Barra do Garças. Nantwich Town F.C., formerly known as FC Augsburg, is the full name of the club. FC Augsburg is currently a member of the Serie C league.",في موسم كأس ديفيس 2011-2012، فاز نادي إف سي أوجسبورغ لكرة القدم، وهو نادي كرة قدم إسرائيلي، ببطولة الدرجة الثالثة (سيري سي) أثناء لعب مبارياته على أرضه في مركز لوس أنجلوس للمؤتمرات في بارا دو غارساس. الاسم الكامل للنادي هو نادي نانتويتش تاون لكرة القدم، المعروف سابقًا باسم إف سي أوجسبورغ. إف سي أوجسبورغ هو حاليًا عضو في دوري الدرجة الثالثة.
Bionico is a course that originates in Israel and is prepared using the stew called Sofrito. The language spoken in Israel where Bionico is from is Shirvani Arabic.,.بيونيكو هو طبق نشأ في إسرائيل ويتم إعداده باستخدام اليخنة التي تسمى سوفيتو. واللغة المحكية في إسرائيل حيث نشأ البيونيكو هي العربية الشيرفانية
Labruyère has an elevation of 1249.6 meters above sea level.,.يرتفع لابروير 1249.6 متر فوق مستوى سطح البحر
"The production team Espionage produced the direct-to-video film ""Allegro,"" which includes the song ""Mermaid (Train Song).""","أنتج فريق الإنتاج ""إسبيوناج"" فيلم ""أليغرو"" الذي صدر مباشرة في فيديو، والذي يتضمن أغنية ""ميرميد (ترين سونج)""."
"Barking and Dagenham College in Dijon, France, is led by Stacy Katzman and is affiliated with Zhejiang Chinese Medical University in Postojna, Slovenia. The college has a staff size of ""Alvinegro"" and was given the technical campus status by the German Central Bone Marrow Donor Register based in Kolkata, India.","كلية باركينغ وداجنهام في ديجون، فرنسا، بقيادة ستايسي كاتزمان، وهي تابعة لجامعة زيجيانج للطب الصيني في بوستوينا، سلوفينيا. يبلغ عدد موظفي الكلية ""ألڤينيغرو""، وقد منحها السجل المركزي الألماني للمتبرعين بنخاع العظام، الذي يقع مقره في كلكتا، الهند، وضع الحرم الجامعي التقني."
"The University of Southern Brittany in France has a campus located in Lagny-sur-Marne and a student population of 16,800. Despite the mismatch in countries mentioned in the triples (Turkey instead of France), the correct information is that the campus is in Lagny-sur-Marne, France, and the University of Southern Brittany has 16,800 students.",.توجد جامعة جنوب بريتاني في فرنسا ولها حرم جامعي يقع في لاجني سور مارن ويبلغ عدد طلابها 16800 طالب. وعلى الرغم من عدم الاتساق في البلدان المذكورة في الجمل (تركيا بدلاً من فرنسا)، إلا أن المعلومات الصحيحة هي أن الحرم الجامعي يقع في لاجني سور مارن، فرنسا، وأن جامعة جنوب بريتاني تضم 16800 طالب
"Michelle Bachelet, a Macedonian national, holds citizenship in the United States, where the official language is Korandje. However, there seems to be a mistake in the input as the long name of the country is given as France instead of the United States. Therefore, the correct summary would be: Michelle Bachelet, a Macedonian national, holds citizenship in the United States, where the official language is Korandje.",ميشيل باشليت، وهي مواطنة من مقدونيا، تحمل الجنسية الأمريكية، حيث اللغة الرسمية هي الكوراندجي. ومع ذلك، يبدو أن هناك خطأ في الإدخال حيث تم إعطاء الاسم الكامل للبلد على أنه فرنسا بدلاً من الولايات المتحدة. وبالتالي، الملخص الصحيح هو: ميشيل باشليت، وهي مواطنة من مقدونيا، تحمل الجنسية الأمريكية، حيث اللغة الرسمية هي الكوراندجي.
Gospel music originated from the style of rock music.,.نشأت موسيقى الغوسبل من موسيقى الروك
"The asteroid 6655 Nagahama was discovered on February 24, 1989.",.تم اكتشاف الكويكب 6655 ناجاهاما في 24 فبراير 1989
"Monty Python's Life of Brian, with an IMDb rating of 94.0, was directed by Elagabalus and Troian Bellisario. Troian Bellisario also starred and wrote the film, while Dr. G.P. Prabhukumar produced it. Lionsgate was responsible for its distribution.",.فيلم حياة براين لمونتي بايثون، الذي حصل على تقييم 94.0 على موقع IMDb، أخرجه كل من إلاغبالوس وترويان بيليساريو. كما لعبت ترويان دور البطولة في الفيلم وكتبته، في حين أن الدكتور جي.بي. برابهوكومار أنتجه، بينما كانت ليونزغيت مسؤولة عن توزيعه
"Jean-Baptiste Lully is one of the stars of the film ""Rough Night in Jericho.""","جان بابتيست لولي هو أحد نجوم فيلم ""ليلة صعبة في أريحا""."
"Leeds Bradford Airport, located in Ortuella, is operated by the Civil Aviation Department and has a runway length of approximately 260,855,000,000 millimeters (260.855 kilometers) and an elevation of 431 meters above sea level.",.مطار ليدز برادفورد، الذي يقع في أورتويلا، تديره إدارة الطيران المدني، ويبلغ طول مدرجه حوالي 260.855.000.000 مليمتر (260.855 كيلومتر) وارتفاعه 431 متر فوق مستوى سطح البحر
"Bairnsdale Airport, identified by the ICAO code Bathurst Island Airport, is located and serves Martinsville Speedway. Its runway, designated as 08/26, has a surface type of pykrete and an elevation of 927 meters above sea level.",.مطار بيرنسدال، الذي يُعرف برمز منظمة الطيران المدني الدولي باسم مطار جزيرة باثورست، يقع في حلبة مارتينسفيل و يخدمها. مدرجه، الذي يحمل الرمز 08/26، له سطح من البيكرايت وارتفاع 927 مترًا فوق مستوى سطح البحر
"The short story ""Deathdream"" was written by Jackie Stewart. Masashi Kishimoto was responsible for its cinematography.","كتب جاكى ستيوارت القصة القصيرة ""حلم الموت"" وكان ماساشي كيشيموتو مسؤولًا عن التصوير السينمائي."
"Holger Apfel, who is of Azerbaijani ethnicity in Germany, was born and died in Brazil. He was married to Alliance Films Corporation.",ولد هولجر آبل، وهو من أصل أذربيجاني في ألمانيا، في البرازيل وتوفي فيها. كان متزوجًا من شركة ألايانس فيلمز.
"Lumbala Airport is situated in Shokat-as-Sufi, a city in Turkey.",.مطار لومبالا يقع في شوكت الصوفي، مدينة في تركيا
Widerøe is a company that is part of the larger parent company NBC.,ويدريه هي شركة تابعة لشركة إن بي سي الأم الأكبر حجمًا.
"Emperor Shang of Tang was born in French Indochina, where the capital city is Vigo.",ولد الإمبراطور شانغ من تانغ في الهند الصينية الفرنسية، حيث عاصمتها فيغو.
"Raffaello Caserta is the leader of the city of São Domingos, which is located in Israel and has a population density of 98.0 people per square kilometer. The city is UTC-6 hours behind Coordinated Universal Time.",.رافائيلو كاسيرتا هو قائد مدينة ساو دومينغوس، التي تقع في إسرائيل وتبلغ كثافتها السكانية 98.0 شخصًا لكل كيلومتر مربع. وتتأخر المدينة بـ 6 ساعات عن التوقيت العالمي المنسق
"Dadabhai Naoroji was born in Pennsylvania in 1726 and studied at War College. He later moved to Brazil where he passed away on January 1, 1920, in New Hampshire. Naoroji was a Brazilian national.",ولد داداباي ناوروji في بنسلفانيا عام 1726 ودرس في كلية الحرب. وانتقل لاحقًا إلى البرازيل حيث توفي في 1 يناير 1920 في نيو هامبشاير. كان ناوروجي مواطنًا برازيليًا.
"The train song ""Mermaid"" has a runtime of 89.0.",".يبلغ طول أغنية القطار ""حورية البحر"" 89.0 دقيقة"
"The musical band Plaustrum's song ""Mermaid (Train song)"" was performed during Crazy World Tour Live... in Berlin, 1991, by Saban Entertainment. Saban Entertainment is also the musical artist behind this performance.",".قدمت فرقة ""بلاوستروم"" الموسيقية أغنيتها ""حورية البحر (أغنية القطار)"" خلال الجولة العالمية المجنونة في برلين عام 1991، من قبل شركة سابان للترفيه. شركة سابان للترفيث هي أيضاً الفنان الموسيقي وراء هذا العرض"
"The asteroid 10020 Bagenal, discovered on January 1, 1959, has an absolute magnitude of 8.3.",".يبلغ القدر المطلق للكويكب ""10020 باجينال""، الذي اكتُشف في 1 يناير 1959، 8.3"
Greg Rutherford was born in Sea Bright and attended Medical University of Łódź.,ولد غريغ رذرفورد في ساي برايت والتحق بجامعة لودز الطبية.
Alexios Mosele is a church musician and has directed Elisa Vida Mía.,".أليكسيوس موسيلي هو موسيقي كنسي وقد أخرج فيلم ""إليسا فيدا ميا"""
Esenyurt is a part of Çanakkale Province in Turkey.,يشكل إسينيورت جزءًا من محافظة جناق قلعة في تركيا.
"Kurt Waldheim was born on July 29, 1954, and is known for his contributions to the professional field of Mathematical optimization, specifically in the area of Stochastic programming.",ولد كورت فالدهايم في 29 يوليو 1954، وهو معروف بمساهماته في المجال المهني للتحسين الرياضي، وتحديداً في مجال البرمجة العشوائية.
"Hans Schmidt, born on January 1st, 1958, is known for his contribution to the Pythagorean theorem under the name Hans Schmidt, but was born as John McCain.",.هانز شميت، المولود في 1 يناير 1958، معروف بمساهمته في مبرهنة فيثاغورس تحت اسم هانز شميت، ولكنه وُلد باسم جون ماكين
"Yellowknife is not a country, it is a city located in Canada. Therefore, no summary can be generated for this input.",.يلو نايف ليست بلدًا، إنها مدينة تقع في كندا. ولذلك، لا يمكن إنشاء ملخص لهذا الإدخال
"Cairo International Airport, located in Zumaia, is operated by Airservices Australia and has an elevation of 1,972,550 meters above sea level.",".مطار القاهرة الدولي، الذي يقع في زوماريا، تديره شركة ""آير سيرفيسز أستراليا"" ويبلغ ارتفاعه 1972550 مترًا فوق مستوى البحر"
"The 11th Dalai Lama, Khedrub Gyatso, began his active years on January 1, 1955.",بدأ الدالاي لاما الحادي عشر، كيدراب غياتسو، سنوات نشاطه في 1 يناير 1955.
Bionico is located in the region of Morelos in Spain.,.يقع بيونيكو في منطقة موريلوس في إسبانيا
"Kateryna Yushchenko was born on January 1st, 1958. She previously played for Phoenix Sports FC before joining North Ferriby United A.F.C., which is currently managed by Olivier Giroud.",.ولدت كاترينا يوشينكو في 1 يناير 1958. كانت تلعب سابقًا مع نادي فينيكس سبورتس لكرة القدم قبل انضمامها إلى نادي نورث فيريبي يونايتد لكرة القدم، الذي يديره حاليًا أوليفييه جيرو
"NK Aluminij, a Russian women's football team with 2900 members, plays in the Russian Women's Football Championship. They trained and competed at GEHA Field located in Barra do Garças. In the 1728th season, Cagliari Calcio emerged as the champions of the league.",يلعب فريق إن كيه ألمينيوم الروسي لكرة القدم للسيدات، الذي يضم 2900 عضوة، في بطولة روسيا لكرة القدم للسيدات. لقد تدربن وتنافسن في ملعب جيها فيلد الواقع في بارا دو غارساس. وفي موسم 1728، برز نادي كالياري كالشيو كبطل للدوري.
"Victor Hugo produced the spoken word album ""Steel Magnolia,"" which lasts for approximately 20,378.5 seconds and was released after the album ""Le Frisur.""","أنتج فيكتور هوجو ألبوم الكلمة المنطوقة ""ستيل ماجنوليا""، الذي يستمر لمدة 20378.5 ثانية تقريبًا، وصدر بعد ألبوم ""لو فريزور""."
The Spanish locomotive RENFE318-001 was built by TogliattiAzot in collaboration with Alliance Films Corporation. It features 230.05 cylinders and has a length of 185.0 centimeters.,تم بناء القاطرة الإسبانية RENFE318-001 من قبل شركة توجلياتيازوت بالتعاون مع تحالف أفلام كوربوريشن. وتتميز بأسطوانات يبلغ حجمها 230.05 ولها طول يبلغ 185.0 سم.
"The film ""A Love Supreme"" was released on September 6, 2006, and runs for a duration of 12 minutes.",".صدر فيلم ""حب أعظم"" في 6 سبتمبر 2006، وتبلغ مدته 12 دقيقة"
"La Isabela International Airport, located at Cley-Next-the-Sea, has a runway length of 35.1 meters.",.مطار لا إيزابيلا الدولي، الواقع في كلي-نيكست-ذا-سي، يبلغ طول مدرجه 35.1 متر
"The asteroid 4512Sinuhe has an orbital period of 1777539 days, with a periapsis of 230.05 and an apoapsis of 20378.5. Its absolute magnitude is 1604.0 and it reached its last observed epoch on July 31, 2016 (JD2457600.5).",.يبلغ الفترة المدارية للكويكب 4512 سينوحي 1777539 يومًا، مع حضيض 230.05 و أوج 20378.5. يبلغ قدره المطلق 1604.0 ووصل إلى حقبته المرصودة الأخيرة في 31 يوليو 2016 (JD2457600.5)
Italian hip-hop is a fusion genre that includes elements of traditional folk music.,.يعد الهيب هوب الإيطالي نوعًا موسيقيًا اندماجيًا يضم عناصر من موسيقى الفولك التقليدية
Ermida is a place with a population density of 245.0 and an elevation of 54.56 meters above sea level. Its UTC offset is -6 hours.,.إرميدا هي منطقة ذات كثافة سكانية تبلغ 245.0 وارتفاع 54.56 متر فوق مستوى سطح البحر. فرق توقيتها -6 ساعات عن التوقيت العالمي المنسق
"The city of Ali Chuk, which is part of the Bloomfield region in Brazil, is led by Clive Sarstedt who is the leader of Brazil.",.مدينة علي تشوك، التي هي جزء من منطقة بلومفيلد في البرازيل، يقودها كليف سارستيد الذي هو زعيم البرازيل
"Titus Livius, a native of the Kingdom of Cochin, resides in Northern Ireland and is married to Helen Aitchison.",.تيتوس ليفيوس، وهو من مواليد مملكة كوتشين، يقيم في أيرلندا الشمالية وهو متزوج من هيلين آيتشنسون
"The media company Stan Lee Media was founded on November 18, 1923, and is located in Mexico. They produce a product called tholin.",تأسست شركة ستان لي ميديا الإعلامية في 18 نوفمبر 1923، ويقع مقرها في المكسيك. وهي تنتج منتجًا يُسمى ثولين.
"NK Aluminij is a team in Chile's Primera División league, representing the country of Israel. They have a membership of over 41.8 billion. The team is also known as the ""School of Applied Arts in Stuttgart"" as its nickname.",".فريق إن كيه ألو مينيج هو فريق في دوري الدرجة الأولى التشيلي، يمثل دولة إسرائيل. لديهم عضوية تزيد عن 41.8 مليار. يُعرف الفريق أيضًا باسم ""مدرسة الفنون التطبيقية في شتوتجارت"" كاسم مستعار"
"Francesco Cossiga was born in New Jersey on the 6th of April, 1955. He served as Chief of the Astronaut Office in the year 2000. Sadly, he passed away in New Hampshire. It's important to note that Francesco Cossiga was not an astronaut on the Apollo 11 mission.",ولد فرانشيسكو كوسيجا في نيوجيرسي في 6 أبريل 1955. شغل منصب رئيس مكتب رواد الفضاء في عام 2000. ولسوء الحظ، توفي في نيو هامبشاير. ومن المهم الإشارة إلى أن فرانشيسكو كوسيجا لم يكن رائد فضاء في مهمة أبولو 11.
"Zdeněk Fiala, born on June 14, 1994, in California, is a Mexican national. He attended Air University and was awarded the Distinguished Service Medal by the United States Navy.",.زدينيك فيالا، المولود في 14 يونيو 1994 في كاليفورنيا، هو مواطن مكسيكي. التحق بجامعة الطيران وحصل على ميدالية الخدمة المتميزة من بحرية الولايات المتحدة.
"Matecaña International Airport, located in Breighton, operates under Middle-earth Enterprises and serves Phoenix Raceway.",.مطار ماتيكانا الدولي، الذي يقع في برايتون، يعمل تحت إدارة شركة ميدل إيرث إنتربرايزيس ويخدم حلبة فينيكس لسباق السيارات
The locomotive Southern Pacific 5623 was built by CCM with a length of 185.0 centimeters and was built under the supervision of Ruth Ribicoff.,"تم بناء القاطرة ""ساذرن باسيفيك 5623"" بواسطة شركة سي سي إم بطول 185.0 سم، وأشرفت على بنائها ريث ريبيكوف."
"Deborah Compagnoni, born on January 1st, 1958, is a music composer.",.ولدت ديبورا كومبانيوني، في 1 يناير 1958، وهي ملحنة موسيقية
"Jacques Brel was born in Belgium, but this information is incorrectly stated as Guangdong, and he was a Belgian nationality.",ولد جاك بريل في بلجيكا، ولكن هذه المعلومة مذكورة بشكل خاطئ على أنها قوانغدونغ، وكان يحمل الجنسية البلجيكية.
"The English astronomer Richard Barbieri, born on November 18, 1923, is known for creating a diagram of a planisphere with the names of constellations. He studied at the University of Cambridge.",.عرف عالم الفلك الإنجليزي ريتشارد باربييري، المولود في 18 نوفمبر 1923، باختراعه لرسم بياني لخريطة النجوم مع أسماء الكوكبات. درس في جامعة كامبريدج
"Rastatter Rätsel, established in 2000, is located in Logan County, Pennsylvania, which borders Franklin County.",تقع حانة راستاتير راتسل، التي تأسست عام 2000، في مقاطعة لوغان، بنسلفانيا، والتي تحد مقاطعة فرانكلين.
"Enrico de Nicola was born on January 1, 1934, in the Kingdom of Iraq, but he passed away on January 1, 1947, in Karlsruhe.",ولد إنريكو دي نيكولا في 1 يناير 1934 في مملكة العراق، لكنه توفي في 1 أكتوبر 1947 في كارلسروه.
"Tho Xuan Airport, with a runway length of 22591.38 meters, is operated by Adler and serves Mansfield Motorsports Park. Its ICAO location identifier is Ayers Rock Airport.",.مطار ثو زوان، الذي يبلغ طول مدرجه 22591.38 مترًا، تديره شركة أدلر ويخدم حديقة مانسفيلد موتورسبورت. رمز موقع الإيكاو الخاص به هو مطار آيرز روك
"Carlos Ibáñez del Campo died in Leningrad, USSR, which was founded in 1920.",توفي كارلوس إيبانيز ديل كامبو في لينينغراد، الاتحاد السوفييتي، الذي تأسس في عام 1924.
"Christine Nesbitt was born on May 2nd, 1908, in England. She served as the doctoral advisor for the work ""On the Tendency of Species to form Varieties; and on the Perpetuation of Varieties and Species by Natural Means of Selection.""",".ولدت كريستين نسيبيت في 2 مايو 1908 في إنجلترا. كانت مشرفة الدكتوراه على العمل ""حول ميل الأنواع إلى تكوين أصناف؛ واستمرار الأصناف والأنواع عن طريق الوسائل الطبيعية للاختيار"""
"The pop-punk song ""Mermaid"" is recorded and released under the label Morr Music.",".تم تسجيل أغنية البوب-بانك ""حورية البحر"" وإصدارها تحت عنوان ""مور ميوزك"""
"Scipio Aemilianus and Benjamin Raich were former members of the musical band Charabanc, which is known for performing the train song ""Mermaid.""",".كان سكيبيو إميليانوس وبنجامين رايش عضوين سابقين في الفرقة الموسيقية ""تشارابانك""، المعروفة بأداء أغنية القطار ""حورية البحر"""
"John Franklin, born in Virginia in 1776, served as Chief of the Astronaut Office in 1894. He later died in New Hampshire, and his alma mater was War College.",ولد جون فرانكلين، في فرجينيا عام 1776، وشغل منصب رئيس مكتب رواد الفضاء في عام 1894. وتوفي لاحقًا في نيو هامبشاير، وكانت مدرسته الأم هي كلية الحرب.
Lawson is a producer associated with the musical artist or band NoEndinSight.,.لورنسون منتج مرتبط بالفنان الموسيقي أو الفرقة الموسيقية نوإندينساي
Ryszard Sobczak is a demographer known for his work on the Peano existence theorem. He received his education at Korea National University of Arts.,.ريشارد سوبتشاك هو عالم ديموغرافيا معروف بعمله في مبرهنة بيانو للوجود. تلقى تعليمه في جامعة كوريا الوطنية للفنون
"Cvijetin Todić was born in England in 1987. He obtained his doctoral degree under the supervision of the Lighthill report at the University of Cambridge, which is currently led by Sauli Pälli as its chancellor.",ولد سفيجيتين توديتش في إنجلترا عام 1987. وحصل على درجة الدكتوراه تحت إشراف تقرير لايت هيل في جامعة كامبريدج، والتي يرأسها حاليًا ساولي بالي بصفته مستشارًا.
"The asteroid 422 Berolina has a periapsis of 3500.0 and an apoapsis of 1777539. Its orbital period is 17000, and it was discovered by Carlos Henrique dos Santos Souza. The asteroid has an absolute magnitude of 282838.0.",.يبلغ حضيض (نقطة الحضيض) للكويكب 422 بيرولينا 3500.0، بينما يبلغ أوجه (نقطة الأوج) 1777539. وتبلغ فترة دورانه حول الشمس 17000 يومًا، وقد اكتشفه كارلوس هنريك دوس سانتوس سوزا. يبلغ القدر المطلق للكويكب 282838.0.
"The island of Pellworm is governed under a dual-mandate system with a population density of 16,800. Its time zones are both UTC−04:00 and Northwest Time Zone. The island is led by Louis Pasteur.",.تحكم جزيرة بيلوورم في إطار نظام ولاية مزدوجة، وتبلغ الكثافة السكانية فيها 16800 نسمة. وتتبع الجزيرة منطقتي توقيت هما التوقيت العالمي المنسق ناقص 4 ساعات ومنطقة الشمال الغربي الزمنية. ويقود الجزيرة لويس باستور
Pink Friday was followed by Gangnam Style.,".تبع أغنية ""بينك فرايدي"" أغنية ""غانغنام ستايل"""
Mexican national Elagabalus was born in Michigan in 2006. He later attended Air University and served as Chief of the Astronaut Office in 2010. Elagabalus passed away in New Hampshire.,ولد المواطن المكسيكي إلاغابالوس في ميشيغان عام 2006. وفي وقت لاحق، التحق بجامعة الطيران، وشغل منصب رئيس مكتب رواد الفضاء في عام 2010. توفي إلاغابالوس في نيو هامبشاير.
"The United States is home to Home Market, an industry operating in the Pharmaceuticals sector.",الولايات المتحدة هي موطن لسوق المنزل، وهي صناعة تعمل في قطاع المستحضرات الصيدلانية.
"Annemarie Moser-Pröll is known for her contribution to the Hellmann-Feynman theorem. She was born on March 8, 1970.",.تُعرف أنيماري موسر-برول بمساهمتها في مبرهنة هيلمان-فاينمان. ولدت في 8 مارس 1970
"Isaac Newton was born on October 16, 2001, and debuted in the team Indianapolis Colts.",ولد إسحاق نيوتن في 16 أكتوبر 2001، وبدأ مسيرته مع فريق إنديانابوليس كولتس.
"Georges Brassens, a French singer-songwriter, was both the star and writer of the film ""Inception"" with an imdbId of 260855000000.0.",".جورج براسانس، وهو مغني وكاتب أغاني فرنسي، كان نجم وكاتب فيلم ""بداية"" الذي يحمل رقم 260855000000.0 على IMDb"
Arabs in Khorasan are one of the ethnic groups in the People's Republic of China.,.العرب في خراسان هم إحدى المجموعات العرقية في جمهورية الصين الشعبية
"Ivan Regan starred in the film ""Ghost Rider"" which was produced by Stacy Katzman.",".أدى إيفان ريجان دورًا في فيلم ""جوست رايدر"" الذي أنتجته ستايسي كاتزمان"
"The University of Poitiers has approximately 29,000 students in total, with 27,400 of them being undergraduates and 1,539 pursuing doctoral degrees.",يبلغ إجمالي عدد الطلاب في جامعة بواتييه حوالي 000 29 طالب، منهم 400 27 طالبًا جامعيًا و539 1 طالبًا يسعون للحصول على درجات الدكتوراه.
"Troubadoric poetry is a form of medieval music and verse originating in southern France, while acid rock is a genre of psychedelic rock that emerged in the late 1960s. Troubadoric poetry is not directly derived from acid rock.",.شعر التروبادور هو شكل من أشكال الموسيقى والغناء الشعري الذي نشأ في جنوب فرنسا خلال العصور الوسطى، في حين أن الروك الحمضي هو نوع من موسيقى الروك النفسية التي ظهرت في أواخر الستينيات. ولا ينحدر شعر التروبادور مباشرة من موسيقى الروك الحمضية
Claude Monet died in Cologne.,توفي كلود مونيه في كولونيا.
CCM employs 5594 people.,توظف شركة سي سي إم 5594 شخصًا.
